id,title,main_picture,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,created_at,updated_at,media_type,status,genres,num_episodes,start_season,broadcast,source,average_episode_duration,rating,background,studios,statistics,tv_ranking
3907,Ginga Sengoku Gunyuuden Rai,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/6/30829.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/6/30829l.jpg'}",1994-04-08,1995-03-31,"Rai is a space opera that fuses feudal Chinese and Japanese customs with vast galaxy spanning empires and space-going societies. The story follows the life and times of the samurai Rai, and the quest of several spacefaring factions for control of territory and, of course, the Empire.",7.9,711,4840,13547,4373,white,2008-02-11T10:04:49+00:00,2022-02-16T15:53:20+00:00,tv,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 22, 'name': 'Romance'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 27, 'name': 'Shounen'}, {'id': 29, 'name': 'Space'}]",52,"{'year': 1994, 'season': 'spring'}","{'day_of_the_week': 'friday', 'start_time': '18:30'}",manga,1500,pg_13,,"[{'id': 154, 'name': 'E&G Films'}]","{'status': {'watching': '639', 'completed': '5709', 'on_hold': '430', 'dropped': '414', 'plan_to_watch': '6369'}, 'num_list_users': 13561}",414
1594,Jigoku Shoujo Futakomori,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/5/86975.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/5/86975l.jpg'}",2006-10-07,2007-04-07,"Ai Enma and her companions continue to offer their service of revenge against those who have wronged others, and the price is as steep as ever—for damning the offender to hell, the person exacting vengeance is sent to the abyss as well. As they cast soul after soul into the darkness, a new sinister force is watching them: a little girl named Kikuri.

While Ai continues her duties, she meets a boy named Takuma Kurebayashi, known as the ""Devil's Child"" because of the horrific events that occur around him. Unfortunately, Takuma's reputation leads the townspeople to use him as a scapegoat for those who have been ferried off to hell. When things quickly spiral out of control, Ai must find a way to bring an end to this senseless violence, as it poses a threat to her very existence.

[Written by MAL Rewrite]",7.9,712,1250,148774,60971,white,2006-10-22T03:32:41+00:00,2022-03-20T23:14:07+00:00,tv,finished_airing,"[{'id': 14, 'name': 'Horror'}, {'id': 7, 'name': 'Mystery'}, {'id': 40, 'name': 'Psychological'}, {'id': 37, 'name': 'Supernatural'}]",26,"{'year': 2006, 'season': 'fall'}","{'day_of_the_week': 'saturday', 'start_time': '19:30'}",original,1518,r,,"[{'id': 37, 'name': 'Studio Deen'}]","{'status': {'watching': '6879', 'completed': '82000', 'on_hold': '5717', 'dropped': '4232', 'plan_to_watch': '50060'}, 'num_list_users': 148888}",415
10080,Kami nomi zo Shiru Sekai II,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/11/30030.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/11/30030l.jpg'}",2011-04-12,2011-06-28,"Keima Katsuragi, the ""God of Conquest,"" returns to his quest of expelling runaway spirits that have possessed the hearts of women. Still stuck in his contract with the demon Elsie, he must continue to utilize the knowledge he has gained from mastering multitudes of dating simulators and chase out the phantoms that reside within by capturing the hearts of that which he hates most: three-dimensional girls.

However, the God of Conquest has his work cut out for him. From exorcising karate practitioners and student teachers to the arrival of Elsie's best friend from Hell, he is up against a wide array of girls that will test his wit and may even take him by surprise. Though he would much rather stick to the world of 2D, he is trapped in lousy reality, and so Keima must trudge forward in his conquest of love.

[Written by MAL Rewrite]",7.9,713,496,359001,221608,white,2010-12-23T01:41:31+00:00,2022-03-22T01:05:15+00:00,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 35, 'name': 'Harem'}, {'id': 22, 'name': 'Romance'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",12,"{'year': 2011, 'season': 'spring'}","{'day_of_the_week': 'tuesday', 'start_time': '01:30'}",manga,1414,pg_13,,"[{'id': 32, 'name': 'Manglobe'}]","{'status': {'watching': '8635', 'completed': '296188', 'on_hold': '5346', 'dropped': '4006', 'plan_to_watch': '44994'}, 'num_list_users': 359169}",416
3572,Macross F,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/9/15648.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/9/15648l.jpg'}",2008-04-04,2008-09-26,"Following a catastrophic war against a race of giants known as the Zentradi, humanity has escaped towards the center of the galaxy aboard a fleet of colonial vessels called the Macross Frontier. As the extraterrestrial threat is left further and further behind, life on Macross Frontier proceeds as usual.

In the year 2059, a young mecha pilot trainee named Alto Saotome and his colleagues are preparing to perform an accompanying routine for the famous singer Sheryl Nome, who has come to Macross Frontier for a concert. During the performance, a biomechanical alien species known as the Vajra make a sudden appearance, breaking through the defensive perimeter surrounding the vessel and crash-landing near the concert venue, plunging the entire city into chaos. As the concertgoers evacuate, a young girl named Ranka Lee is left behind and gets targeted by the Vajra, but she is saved at the last minute by Alto. Following these events, the Strategic Military Services program notes Alto's skill in battle, resulting in his recruitment to combat the new alien threat.

[Written by MAL Rewrite]",7.9,715,1336,137380,61507,white,2007-12-11T01:36:17+00:00,2022-03-18T00:40:19+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 18, 'name': 'Mecha'}, {'id': 38, 'name': 'Military'}, {'id': 19, 'name': 'Music'}, {'id': 22, 'name': 'Romance'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 29, 'name': 'Space'}]",25,"{'year': 2008, 'season': 'spring'}","{'day_of_the_week': 'friday', 'start_time': '01:25'}",original,1444,pg_13,Winner of the 2009 Seiun Award for Best Dramatic Presentation.,"[{'id': 41, 'name': 'Satelight'}]","{'status': {'watching': '7038', 'completed': '77053', 'on_hold': '5648', 'dropped': '4720', 'plan_to_watch': '42979'}, 'num_list_users': 137438}",417
36563,Megalo Box,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1958/93533.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1958/93533l.jpg'}",2018-04-06,2018-06-29,"""To be quiet and do as you're told, that's the cowardly choice."" These are the words of Junk Dog, an underground fighter of Megalo Box, an evolution of boxing that utilizes mechanical limbs known as Gear to enhance the speed and power of its users. Despite the young man's brimming potential as a boxer, the illegal nature of his participation forces him to make a living off of throwing matches as dictated by his boss Gansaku Nanbu. However, this all changes when the Megalo Box champion Yuuri enters his shabby ring under the guise of just another challenger. Taken out in a single round, Junk Dog is left with a challenge: ""If you're serious about fighting me again, then fight your way up to me and my ring.""

Filled with overwhelming excitement and backed by the criminal syndicate responsible for his thrown matches, Junk Dog enters Megalonia: a world-spanning tournament that will decide the strongest Megalo Boxer of them all. Having no name of his own, he takes on the moniker of ""Joe"" as he begins his climb from the very bottom of the ranked list of fighters. With only three months left to qualify, Joe must face off against opponents the likes of which he has never fought in order to meet the challenge of his rival.

[Written by MAL Rewrite]",7.89,718,396,443483,230500,white,2017-10-13T04:17:57+00:00,2022-03-22T11:41:20+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 8, 'name': 'Drama'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 30, 'name': 'Sports'}]",13,"{'year': 2018, 'season': 'spring'}","{'day_of_the_week': 'friday', 'start_time': '01:28'}",original,1465,r,,"[{'id': 73, 'name': 'TMS Entertainment'}]","{'status': {'watching': '35357', 'completed': '278915', 'on_hold': '11949', 'dropped': '11160', 'plan_to_watch': '107327'}, 'num_list_users': 444708}",418
85,Mobile Suit Zeta Gundam,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1338/93006.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1338/93006l.jpg'}",1985-03-02,1986-02-22,"It is Universal Century 0087, and the One Year War between the Earth Federation and Principality of Zeon is over. The Earth Federation has created an elite task force, known as the Titans, who are responsible for hunting the remaining Zeon forces. However, the power-hungry Titans have shown themselves to be no better than Zeon, spurring the creation of a rebellious faction called the Anti-Earth Union Group (AEUG).
 
17-year-old Kamille Bidan lives in the colony Green Noa, home to a Titan base. Kamille gets in trouble after assaulting a Titan officer, an event that coincides with an attack led by former Zeon ace Char Aznable, now known as AEUG pilot Quattro Bajeena. When Kamille steals a Titan's prototype Gundam, he soon finds himself in the middle of the dangerous conflict.

[Written by MAL Rewrite]",7.89,719,2294,62205,30505,white,2005-11-11T13:41:34+00:00,2022-03-22T10:46:06+00:00,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 18, 'name': 'Mecha'}, {'id': 38, 'name': 'Military'}, {'id': 22, 'name': 'Romance'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 29, 'name': 'Space'}]",50,"{'year': 1985, 'season': 'spring'}",,original,1461,pg_13,,"[{'id': 14, 'name': 'Sunrise'}]","{'status': {'watching': '4784', 'completed': '37854', 'on_hold': '2982', 'dropped': '1197', 'plan_to_watch': '15476'}, 'num_list_users': 62293}",419
9941,Tiger & Bunny,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/13/29466.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/13/29466l.jpg'}",2011-04-03,2011-09-18,"In Stern Bild City, those with special abilities are called ""NEXT,"" and can use their powers for good or bad. A unique organized group of NEXT appear regularly on Hero TV, where they chase down evildoers to bring limelight to their sponsors and earn Hero Points in the hopes of becoming the next ""King of Heroes.""

Kotetsu T. Kaburagi, known as ""Wild Tiger,"" is a veteran hero whose performance has been dwindling as of late, partially due to his inability to cooperate with other heroes. After a disappointing season in which most of the other heroes far outperformed Tiger, he is paired up with a brand new hero who identifies himself by his real name—Barnaby Brooks Jr.

Barnaby, nicknamed ""Bunny"" by his frivolous new partner, quickly makes it clear that the two could not be more different. Though they mix as well as oil and water, Tiger and Bunny must learn to work together, both for the sake of their careers and to face the looming threats within Stern Bild.

[Written by MAL Rewrite]",7.89,722,927,205606,78263,white,2010-12-02T12:07:54+00:00,2022-03-21T13:49:38+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 7, 'name': 'Mystery'}, {'id': 31, 'name': 'Super Power'}]",25,"{'year': 2011, 'season': 'spring'}",,original,1470,pg_13,,"[{'id': 14, 'name': 'Sunrise'}]","{'status': {'watching': '12102', 'completed': '98063', 'on_hold': '9862', 'dropped': '10318', 'plan_to_watch': '75441'}, 'num_list_users': 205786}",420
2605,Sayonara Zetsubou Sensei,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/5/6559.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/5/6559l.jpg'}",2007-07-08,2007-09-23,"Nozomu Itoshiki is a high school teacher so pessimistic that even the smallest of misfortunes can send him into a pit of raging despair; some of these ""catastrophes"" even lead to suicide attempts. Sayonara Zetsubou Sensei is a satirical slice-of-life comedy set in the modern day, covering various aspects of Japanese life and culture through Nozomu and his interactions with his students: Kiri Komori, a recluse who refuses to leave the school; Abiru Kobushi, an enigma who frequently arrives to class with severe and mysterious injuries; the hyper-optimistic Kafuuka Fuura, Nozomu's polar opposite; and several other unusual girls, all of whom are just as eccentric as their teacher.

[Written by MAL Rewrite]",7.88,727,581,316228,114189,white,2007-06-10T08:58:20+00:00,2022-03-22T13:05:56+00:00,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 20, 'name': 'Parody'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}]",12,"{'year': 2007, 'season': 'summer'}",,manga,1440,r,"Media Blasters initially held the license to Sayonara Zetsubou Sensei, but dropped it in 2010 without any DVD/Blu-ray release. It remained unlicensed until Anime Expo 2019 when Nozomi Entertainment announced they had licensed the series.","[{'id': 44, 'name': 'Shaft'}]","{'status': {'watching': '18279', 'completed': '140264', 'on_hold': '16749', 'dropped': '11852', 'plan_to_watch': '129315'}, 'num_list_users': 316459}",421
11123,Sekaiichi Hatsukoi 2,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/8/34871.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/8/34871l.jpg'}",2011-10-08,2011-12-24,"First loves are messy. While settling in as a shoujo manga editor at the famous Marukawa Publishing House, Ritsu Onodera is quite troubled. Working under the stern and superb Masamune Takano is hard enough as it is. However, Masamune is not only Ritsu's first love from middle school but he also suddenly declares that he will make Ritsu fall for him again.

Unknown to them, another editor in the department, Yoshiyuki Katori, is in a relationship with the popular manga artist Chiaki Yoshino. The carefree Chiaki fails to notice, however, that his high school friend—Yuu Yanase—thinks of him as more than a friend. The stoic but caring Hatori will not surrender his love so easily.

Falling in love for the first time when you are 30 is certainly troublesome. Shouta Kisa, yet another editor, is going out with 21-year-old Kou Yukina, an art student. Despite Yukina's assurances, Kisa cannot help but doubt whether someone like himself is truly worthy of his younger, ""sparkling"" boyfriend.

[Written by MAL Rewrite]",7.88,728,1279,144137,82843,white,2011-07-31T13:41:56+00:00,2022-03-18T16:07:17+00:00,tv,finished_airing,"[{'id': 28, 'name': 'Boys Love'}, {'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}]",12,"{'year': 2011, 'season': 'fall'}",,manga,1440,pg_13,"An event to show ep.1 of season 2 (along with 1st OVA) happening on September 24, 2011.  Regular TV airing started on October 8, 2011.","[{'id': 37, 'name': 'Studio Deen'}]","{'status': {'watching': '3949', 'completed': '122752', 'on_hold': '1652', 'dropped': '1882', 'plan_to_watch': '13978'}, 'num_list_users': 144213}",422
20057,Space☆Dandy,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/4/56611.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/4/56611l.jpg'}",2014-01-05,2014-03-27,"The universe is a mysterious and strange place, full of even stranger and more mysterious aliens. Dandy's job is to hunt down unclassified aliens and register them for a reward. It sounds easy enough, but something weird always seems to happen along the way, like chance meetings with zombies, mystical ramen chefs, and adorable orphans. Hunting down aliens may not be easy, but it's definitely never boring.

With the help of his sidekicks, the adorable robot vacuum QT and cat-like alien Meow, and his slightly-used ship the Aloha Oe, Dandy roams the galaxy searching for new alien species. What he usually finds, however, is adventure, danger, and romance, and no two journeys (or universes) are ever the same. This is Space☆Dandy, baby!",7.88,729,583,311528,129690,white,2013-08-10T19:23:24+00:00,2022-03-21T20:00:07+00:00,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 29, 'name': 'Space'}]",13,"{'year': 2014, 'season': 'winter'}",,original,1440,pg_13,"Space☆Dandy reunites a number of lead production staff members from Cowboy Bebop, including producer Masahiko Minami and director Shinichiro Watanabe. Its production involved as many as 70 animation creators and 20 musical artists as collaborators, with Watanabe insisting that artists could only use pre-1984 musical styles. Although character designer Yoshiyuki Itou is credited as an animation director, his designs were not standardized across the series, allowing for individual animators to express their style. 

The series was licensed in North America by Funimation.  Due to licensing issues, their initial simulcast used the instrumental track Cosmic Adventure by jazz band Mountain Mocha Kilimanjaro as the opening song. Viva Namida was used from the 8th episode onwards.","[{'id': 4, 'name': 'Bones'}]","{'status': {'watching': '20542', 'completed': '155804', 'on_hold': '16005', 'dropped': '12838', 'plan_to_watch': '106418'}, 'num_list_users': 311607}",423
22,Tennis no Ouji-sama,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/6/21624.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/6/21624l.jpg'}",2001-10-10,2005-03-23,"At the request of his father, tennis prodigy Ryouma Echizen has returned from America and is ready to take the Japanese tennis scene by storm. Aiming to become the best tennis player in the country, he enrolls in Seishun Academy—home to one of the best middle school tennis teams in Japan. 

After Ryouma catches the captain's eye, he finds himself playing for a spot on the starting lineup in the intra-school ranking matches despite only being a freshman. Due to his age, the rest of the Seishun Boys' Tennis Team are initially reluctant to accept him, but his skill and determination convinces them to let him in.

Armed with their new ""super rookie,"" Seishun sets out to claim a spot in the National Tournament, hoping to take the coveted title for themselves. In order to do so, the team must qualify by playing through the Tokyo Prefectural and Kanto Regionals. Yet, the road ahead of them is shared by a plethora of strong schools, each playing tennis in unique ways for their own reasons. Ryouma and his teammates must learn to cooperate if they want to become the champions they aspire to be.

[Written by MAL Rewrite]",7.88,730,1154,162570,67670,white,2005-11-11T01:21:51+00:00,2022-03-21T21:02:31+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}]",178,"{'year': 2001, 'season': 'fall'}",,manga,1350,pg_13,"On April 24, 2007, Viz Media released the first DVD box set in the United States. An additional three box sets have been released since January 15, 2008. However, these four sets only contain 50 of the 178 episodes.

On April 2, 2021, Funimation obtained licensing rights to the series and announced a new dub was in the works.","[{'id': 80, 'name': 'Trans Arts'}]","{'status': {'watching': '13384', 'completed': '85413', 'on_hold': '14108', 'dropped': '13731', 'plan_to_watch': '36179'}, 'num_list_users': 162815}",424
6377,Zan Sayonara Zetsubou Sensei,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/5/14728.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/5/14728l.jpg'}",2009-07-05,2009-09-27,"Nozomu Itoshiki is still the bizarre teacher of the even stranger Class 2-F. He attempts to teach his students the negative aspects of the world and society, only to have each circumstance thrown at his face whenever he tries. With more students and friends than before, Zetsubo-sensei's life becomes harder and crazier than ever before.

(Source: ANN)",7.88,731,1720,98514,36830,white,2009-04-18T10:38:55+00:00,2022-03-22T12:56:50+00:00,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 20, 'name': 'Parody'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}]",13,"{'year': 2009, 'season': 'summer'}",,manga,1419,r,,"[{'id': 44, 'name': 'Shaft'}]","{'status': {'watching': '4283', 'completed': '49657', 'on_hold': '3420', 'dropped': '2058', 'plan_to_watch': '39146'}, 'num_list_users': 98564}",425
46352,Blue Period,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1757/116931.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1757/116931l.jpg'}",2021-10-02,2021-12-18,"Second-year high school student Yatora Yaguchi is a delinquent with excellent grades, but is unmotivated to find his true calling in life. Yatora spends his days working hard to maintain his academic standing while hanging out with his equally unambitious friends. However, beneath his carefree demeanor, Yatora does not enjoy either activity and wishes he could find something more fulfilling.

While mulling over his predicament, Yatora finds himself staring at a vibrant landscape of Shibuya. Unable to express how he feels about the unusually breathtaking sight, he picks up a paintbrush, hoping his thoughts will be conveyed on canvas. After receiving praise for his work, the joy he feels sends him on a journey to enter the extremely competitive Tokyo University of the Arts—a school that only accepts one in every 200 applicants.

Facing talented peers, a lack of understanding of the fine arts, and struggles to obtain his parents’ approval, Yatora is confronted by much adversity. In the hopes of securing one of the five prestigious spots in his program of choice, Yatora must show that his inexperience does not define him. 

[Written by MAL Rewrite]",7.88,733,593,310215,107360,white,2021-01-19T04:27:55+00:00,2022-03-22T13:17:20+00:00,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 23, 'name': 'School'}, {'id': 42, 'name': 'Seinen'}, {'id': 36, 'name': 'Slice of Life'}]",12,"{'year': 2021, 'season': 'fall'}","{'day_of_the_week': 'saturday', 'start_time': '01:25'}",manga,1426,pg_13,"Netflix Japan aired each episode one week in advance of the TV premiere starting on September 25, 2021. Netflix International released each subtitled episode the week following the airing on Japanese TV starting on October 9, 2021. Regular TV broadcast began on October 2, 2021.","[{'id': 35, 'name': 'Seven Arcs'}]","{'status': {'watching': '62935', 'completed': '119436', 'on_hold': '9851', 'dropped': '12170', 'plan_to_watch': '107991'}, 'num_list_users': 312383}",426
35075,Hoozuki no Reitetsu 2nd Season,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/8/88280.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/8/88280l.jpg'}",2017-10-08,2017-12-31,"Just as in this life, the afterlife needs a calm troubleshooter to deal with the bureaucratic headaches that come from keeping things in order. Enter Hozuki: a cool and collected demon who’s badly in need of a vacation.

(Source: HIDIVE)",7.88,736,2854,41730,16102,white,2017-03-11T09:41:15+00:00,2022-03-13T23:06:09+00:00,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 6, 'name': 'Demons'}, {'id': 10, 'name': 'Fantasy'}, {'id': 42, 'name': 'Seinen'}, {'id': 37, 'name': 'Supernatural'}]",13,"{'year': 2017, 'season': 'fall'}","{'day_of_the_week': 'sunday', 'start_time': '01:00'}",manga,1420,pg_13,,"[{'id': 37, 'name': 'Studio Deen'}]","{'status': {'watching': '3176', 'completed': '21969', 'on_hold': '1311', 'dropped': '924', 'plan_to_watch': '14441'}, 'num_list_users': 41821}",427
40935,Beastars 2nd Season,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1097/109646.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1097/109646l.jpg'}",2021-01-07,2021-03-25,"""Beastar""—a title awarded to beasts who prove their excellence through fighting inequality to unite carnivores and herbivores in an anthropomorphic animal society. Cherryton Academy has gone five years without one such leader. However, following the murder of an alpaca within the school boundaries, the growing tension between the different species poses a greater need for a Beastar to ensure peace and harmony. 

When Louis, the prime candidate for this prestigious role, rejects the offer and leaves the academy, the student council declares to honor any student who captures the culprit of the aforementioned murder as Beastar. Meanwhile, Legoshi's sense of duty as a strong wolf who must protect the weak pushes him to investigate the incident. To further complicate his life, he struggles to manage his complex feelings for the white rabbit, Haru.

[Written by MAL Rewrite]",7.87,740,514,349374,159575,white,2019-12-25T17:57:05+00:00,2022-03-22T08:51:52+00:00,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 40, 'name': 'Psychological'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 36, 'name': 'Slice of Life'}]",12,"{'year': 2021, 'season': 'winter'}","{'day_of_the_week': 'thursday', 'start_time': '00:55'}",manga,1370,r,,"[{'id': 1109, 'name': 'Orange'}]","{'status': {'watching': '33077', 'completed': '195641', 'on_hold': '7853', 'dropped': '4591', 'plan_to_watch': '109144'}, 'num_list_users': 350306}",428
9513,Beelzebub,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/3/28013.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/3/28013l.jpg'}",2011-01-09,2012-03-25,"Ishiyama High is a school populated entirely by delinquents, where nonstop violence and lawlessness are the norm. However, there is one universally acknowledged rule—don't cross first year student Tatsumi Oga, Ishiyama's most vicious fighter.

One day, Oga is by a riverbed when he encounters a man floating down the river. After being retrieved by Oga, the man splits down the middle to reveal a baby, which crawls onto Oga's back and immediately forms an attachment to him. Though he doesn't know it yet, this baby is named Kaiser de Emperana Beelzebub IV, or ""Baby Beel"" for short—the son of the Demon Lord!

As if finding the future Lord of the Underworld isn't enough, Oga is also confronted by Hildegard, Beel's demon maid. Together they attempt to raise Baby Beel—although surrounded by juvenile delinquents and demonic powers, the two of them may be in for more of a challenge than they can imagine.

[Written by MAL Rewrite]",7.87,741,322,534977,232358,white,2010-09-07T10:11:05+00:00,2022-03-22T09:43:32+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 6, 'name': 'Demons'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",60,"{'year': 2011, 'season': 'winter'}",{'day_of_the_week': 'sunday'},manga,1470,pg_13,,"[{'id': 1129, 'name': 'Pierrot Plus'}]","{'status': {'watching': '46565', 'completed': '289913', 'on_hold': '37394', 'dropped': '38583', 'plan_to_watch': '122911'}, 'num_list_users': 535366}",429
532,Bishoujo Senshi Sailor Moon S,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1077/92346.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1077/92346l.jpg'}",1994-03-19,1995-02-25,"The Sailor Guardians and their leader, Sailor Moon, continue their duty of protecting Earth from any who would dare cause it harm. However, Sailor Mars' apocalyptic visions and the appearance of two new guardians—Sailor Neptune and Sailor Uranus—signal that a new battle will soon begin.
 
These newcomers seek three Talismans that are inside the Pure Heart Crystals within human beings. Once brought together, these objects form The Holy Grail, a magical relic with extraordinary abilities. They want to use the Grail to save the world, but an evil organization known as the Death Busters seeks its power for their own desires.

The removal of a Talisman from a person's Heart Crystal will cause their death, something that Uranus and Neptune see as a necessary sacrifice to form the Grail, while Sailor Moon and her group deem it unforgivable. But can any sacrifice be worth the cost if it saves the lives of the entire human race?

[Written by MAL Rewrite]
",7.87,742,1388,129529,68350,white,2006-01-05T17:04:19+00:00,2022-03-21T19:53:11+00:00,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}, {'id': 25, 'name': 'Shoujo'}]",38,"{'year': 1994, 'season': 'spring'}",,manga,1440,pg_13,,"[{'id': 18, 'name': 'Toei Animation'}]","{'status': {'watching': '4468', 'completed': '100636', 'on_hold': '2986', 'dropped': '1876', 'plan_to_watch': '19735'}, 'num_list_users': 129701}",430
1695,Les Misérables: Shoujo Cosette,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1/1695.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1/1695l.jpg'}",2007-01-07,2007-12-30,"In 19th century France, a struggling single mother, Fantine, leaves her three-year-old daughter Cosette in the care of her new acquaintances, the Thernadiers. Unfortunately, Cosette's caretakers prove to be anything but loving, and the poor girl is subjected to repeated abuse and forced servitude. Still, she endures the torment in the hopes of seeing her mother once again.

One night, while doing errands for her host family, Cosette is assisted by an honorable stranger named Jean Valjean. After a brief conversation with the young girl, Jean acknowledges her as the type of person he has been seeking and rescues her from the clutches of the Thernadiers. They make their way to a nearby town where Cosette enjoys a new life thanks to her savior.

Under Jean's guidance, Cosette promises to help others with her newfound freedom. She pledges to heal the nation, ensuring that no one else suffers her fate. Though the road ahead is paved with tragedies left by the French Revolution, this idealistic girl will not rest until France is freed from poverty and suffering.

[Written by MAL Rewrite]",7.87,749,3714,25265,7485,white,2006-11-29T01:48:35+00:00,2022-03-22T02:02:56+00:00,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 13, 'name': 'Historical'}, {'id': 25, 'name': 'Shoujo'}, {'id': 36, 'name': 'Slice of Life'}]",52,"{'year': 2007, 'season': 'winter'}",,novel,1460,g,,"[{'id': 22, 'name': 'Nippon Animation'}]","{'status': {'watching': '1297', 'completed': '9725', 'on_hold': '1283', 'dropped': '1036', 'plan_to_watch': '11963'}, 'num_list_users': 25304}",431
42670,Princess Connect! Re:Dive Season 2,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1906/117145.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1906/117145l.jpg'}",2022-01-11,,"The members of the Gourmet Guild—Yuuki, Kokkoro, Pecorine, and Karyl—continue to scour the world in pursuit of their goal to seek out all delicious food in existence. However, as their adventures progress, the mysteries behind Yuuki's memories, Karyl's allegiance, and Pecorine's heritage begin to come together—seemingly forming the truth that makes up the world's very foundation.

[Written by MAL Rewrite]
",7.87,753,1977,79494,9670,white,2020-08-13T15:09:10+00:00,2022-03-22T12:39:34+00:00,tv,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}]",12,"{'year': 2022, 'season': 'winter'}","{'day_of_the_week': 'tuesday', 'start_time': '00:00'}",game,1380,pg_13,"Princess Connect! Re:Dive Season 2 was released on Blu-ray in three volumes from March 22, 2022 to May 17, 2022.","[{'id': 1893, 'name': 'CygamesPictures'}]","{'status': {'watching': '32376', 'completed': '8', 'on_hold': '1032', 'dropped': '1024', 'plan_to_watch': '45071'}, 'num_list_users': 79511}",432
