id,title,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,media_type,status,genres,num_episodes,source,average_episode_duration,rating,studios,airing_ranking,broadcast_day_of_the_week,broadcast_start_time,start_season_year,start_season_season,statistics_watching,statistics_completed,statistics_on_hold,statistics_dropped,statistics_plan_to_watch,statistics_num_list_users,positive_viewership_fraction,negative_viewership_fraction
40145,Yu☆Gi☆Oh!: Sevens,2020-04-04,2022-03-27,"In the ever-growing world of Duel Monsters, as duelists improve their skills and rise up the ranks, duels become increasingly complex. By adhering to strict rules, in addition to using and learning proven strategies, one can develop into a strong duelist. However, as a boy who loves inventions and discovering new possibilities, elementary school student Yuuga Oudou finds the current way of dueling predictable and rigid—in other words, boring.

Thus, he aims to craft a new path in dueling with his exhilarating new invention: Rush Duels. His ambition soon catches the attention of Tatsuhisa Kamijou, a fellow elementary school student, who brings him to a mysterious place in an attempt to discover the potential of the new system. 

While Yuuga aims to implement Rush Duels as the new dueling standard and overthrow the conventions of the game, he opens the door to his ultimate goal—to make dueling exciting again.

[Written by MAL Rewrite]
",5.27,11245.0,4698,14596,2749,white,tv,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}, {'id': 11, 'name': 'Game'}, {'id': 27, 'name': 'Shounen'}]",92,card_game,1440,pg_13,"[{'id': 397, 'name': 'Bridge'}]",109,saturday,07:30,2020.0,spring,3801.0,3.0,984.0,2223.0,7585.0,14596.0,0.7803,0.2197
40488,Futsal Boys!!!!!,2022-01-09,2022-03-27,"Haru Yamato was never interested in futsal ever since the sport gained international fame 10 years ago. However, a chance to watch Japanese futsal player Tokinari Tennoji compete at the U-18 World Cup completely changed his perspective. When given the opportunity on his first day at Koyo Gakuen High School, Haru enthusiastically joins the futsal club.

There, he meets a variety of talented players including captain Toi Tsukioka, who was a part of the same U-18 team as Tennoji. Despite having a dynamic roster, the Koyo Futsal Club has a long way ahead when it comes to assembling a team that can stand up to powerhouse opponents—especially for Haru, who is a total beginner to the sport!

[Written by MAL Rewrite]",5.22,11355.0,3845,23438,3956,white,tv,currently_airing,"[{'id': 30, 'name': 'Sports'}]",12,mixed_media,1441,pg_13,"[{'id': 51, 'name': 'Diomedéa'}]",110,sunday,23:00,2022.0,winter,8966.0,4.0,491.0,3296.0,10691.0,23448.0,0.8385,0.1615
32831,Hungry to Win,2014-11-08,airing,"Commercials for Nissin Foods' Hungry to Win campaign. The first episode is with Manchester United. It features Wayne Rooney, Robin van Persie, and Angel Di Maria. The second and third episodes are a crossovers with Shin Tennis no Ouji-sama.",5.21,11382.0,12723,620,253,white,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 30, 'name': 'Sports'}]",0,original,30,g,[],111,NIL,NIL,2014.0,fall,248.0,1.0,110.0,102.0,159.0,620.0,0.6581,0.3419
33904,Suntory Tennensui CMs,2014-03-28,airing,"Suntory commercials set in the alps.

Shinji Rareru Mizu no Yama kara:
Aso (30 sec)
Oku Ouyama (30 sec)
Minami Alps (30 sec)
the only change in animation is the kanji on the Suntory bottles at the very end and the narrator swapping the single word from above. Since this is a very minor edit, this entry will reflect this trio as a single episode.

Suntory Minami Alps no Tennensui & Asadzumi Orange:
Asadzumi Orange Asa no Nioi (30 sec; a 15 sec version exists but it has no additional animation so it is not a part of the episode count)
Asadzumi Orange Aratame Orange-ttara, Oishi Sugi~tsu! (15 sec)

Suntory Minami Alps no Tennensui Sparkling Mizu:
Sparkling Hajikeru Mon ne (15 sec)

Suntory Tennensui Kakigouri:
Aso (15 sec)
Oku Ouyama (15 sec)
Minami Alps (15 sec)
the only change in animation is the kanji on the Suntory bottles at the very end once again and the narrator swapping the single word from above. Since this is a very minor edit, this entry will reflect this trio as a single episode as well.

Suntory Tennensui Water Server:
Kazoku no Mannaka (15 sec)

Suntory Yogurina & Minami Alps no Tennensui:
Yogurina Reitou Dekiru tte yo! (15 sec)

Suntory Asadzumi Orange & Minami Alps no Tennensui:
Orange Reitou Dekiru tte yo! (15 sec)",5.18,11444.0,11203,1089,316,white,special,currently_airing,"[{'id': 36, 'name': 'Slice of Life'}]",0,original,19,g,[],112,NIL,NIL,2014.0,winter,348.0,1.0,170.0,126.0,444.0,1089.0,0.7282,0.2718
49514,Gensou Sangokushi: Tengen Reishinki,2022-01-11,airing,"In spite of their defeat, the remnant factions of the Taipingtao Revolution continue to resist, plunging China into a seemingly never-ending war. Moreover, the negative emotions left behind by the rebellion's massive death toll begin to form miasma—giving birth to malignant beings called the ""wangliang."" These creatures can possess humans and turn them into horrifying demons, thus bringing about more deaths and miasma and spinning a vicious cycle that inflicts further despair upon the land.

As a countermeasure, the immortal deities known as the ""Tianyuan"" select certain individuals to be ""Hunters."" Accompanying them are the ""Guizhan,"" specialists created by the Tianyuan who can absorb miasma and transform into demons themselves, acting as indispensable weapons against the wangliang.

After a tragic accident involving an out-of-control Guizhan causes the disbandment of the Sixth Hunter Unit, the Tianyuan designate three promising Hunters—namely Ji Ying, Qiao Xun, and Yan Ding—to reform the group. However, for an unknown reason, the Tianyuan also appoint Xiao Ling—the young Guizhan responsible for the former unit's downfall—to fight alongside the trio. Despite growing tensions, the members of the revived team must settle their differences and collectively use their abilities to attain victory against the common enemy.

[Written by MAL Rewrite]",4.79,12007.0,4703,14590,2013,white,tv,currently_airing,"[{'id': 10, 'name': 'Fantasy'}, {'id': 13, 'name': 'Historical'}]",12,game,1477,pg_13,"[{'id': 1857, 'name': 'GEEK TOYS'}]",113,tuesday,02:00,2022.0,winter,4241.0,1.0,333.0,2460.0,7559.0,14594.0,0.8086,0.1914
39917,Sabiiro no Armor: Reimei,2022-01-09,airing,"The era is a turbulent Warring States period in Hinomoto. Kinokuni, the unexplored region of the mountains and the sea. In the depths of this deep forest, there is a group using ""Yatagarasu"" as their flag symbol and using guns as weapons. Their name is ""Saikashu"". It is ""Magoichi"" who arrived from a foreign country that inherited the name as the head of Saikashu. On the other hand, ""Saburo"" quickly senses the signs of aggression from the European powers and struggles to protect Hinomoto.

The fate of the two who would not meet originally will be crossed by the fight against the invaders who came from a foreign country ─!

(Source: YTV)",3.16,12387.0,7606,4421,1067,white,tv,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 13, 'name': 'Historical'}, {'id': 21, 'name': 'Samurai'}]",12,mixed_media,1420,pg_13,"[{'id': 2366, 'name': 'Kigumi'}]",114,sunday,22:00,2022.0,winter,1136.0,0.0,87.0,1306.0,1893.0,4422.0,0.685,0.315
49370,Mini Van Large,2021-06-07,airing,"The stage is set on a moon of Planet Cray, ""Aniversario."" To develop the moon, Selca summons Aichi, Chrono and friends. A large undertaking by familiar vanguard characters!

(Source: Official Site)",-1,12524.0,14051,389,82,white,ona,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 11, 'name': 'Game'}, {'id': 20, 'name': 'Parody'}]",0,original,180,pg_13,"[{'id': 28, 'name': 'OLM'}]",115,NIL,NIL,2021.0,spring,158.0,0.0,20.0,41.0,170.0,389.0,0.8432,0.1568
34237,Miraijin Go Home,2016-09-01,airing,"A person from the future visits a girl on her 16th birthday and asks for her hand in marriage because in the future, the female population has decreased to minimal numbers.",-1,12558.0,16921,178,25,white,ona,currently_airing,"[{'id': 24, 'name': 'Sci-Fi'}]",0,original,210,g,[],116,NIL,NIL,2016.0,summer,43.0,0.0,9.0,44.0,82.0,178.0,0.7022,0.2978
40888,Mobile Suit Gakuen: Kaette Kita G-Reco Koushien,2020-01-17,airing,Short specials bundled with the Blu-ray volumes of the Gundam: G no Reconguista movies.,-1,12570.0,12888,583,29,white,special,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 18, 'name': 'Mecha'}, {'id': 20, 'name': 'Parody'}]",0,original,90,pg,[],117,NIL,NIL,2020.0,winter,87.0,0.0,44.0,59.0,393.0,583.0,0.8233,0.1767
29427,Mori no Ratio,2010-03-26,airing,Stop-motion anime about a girl named Ratio who lives in a forest with her icy monsters and creatures. Every day she goes out explores new things.,-1,12624.0,14444,349,44,white,tv,currently_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 15, 'name': 'Kids'}]",0,unknown,300,g,[],118,NIL,NIL,2010.0,spring,72.0,0.0,27.0,75.0,175.0,349.0,0.7077,0.2923
41097,Motto Shitte Fukushima!,2019-02-18,airing,"Tourism promotional videos for the Fukushima Prefecture. It features an Akabeko (a legendary red cow from the Aizu region, and mascot of the Fukushima Prefecture) spouting a 6-second fact about the area in a pun-rhyming-poem style. At the start of every year new batches of episodes are released on the official YouTube channel of Fukushima Prefecture. In 2019, 25 eps were released and for 2020, 59 eps were released.",-1,12636.0,18129,104,11,white,ona,currently_airing,"[{'id': 19, 'name': 'Music'}, {'id': 36, 'name': 'Slice of Life'}]",0,original,6,g,[],119,NIL,NIL,2019.0,winter,17.0,0.0,11.0,34.0,42.0,104.0,0.5673,0.4327
35229,Mr. Men Little Miss,2013-11-29,airing,Sanrio's rendition of the Mr. Men and Little Miss British book franchise. Each episode is focused on one of the characters while a narrator exuberantly explains their actions.,-1,12648.0,17241,160,23,white,ona,currently_airing,"[{'id': 15, 'name': 'Kids'}]",0,picture_book,175,g,"[{'id': 150, 'name': 'Sanrio'}]",120,NIL,NIL,2013.0,fall,41.0,0.0,10.0,40.0,69.0,160.0,0.6875,0.3125
39546,Mukashibanashi Dokkiri Anime,2019-02-09,airing,"CoroCoro Comic's Yarisugi!!! Itazura-kun, in honor of it's 3rd manga volume going on sale, received web shorts on CoroCoro Comic's official YouTube channel. Itazura-kun loves pranks and thinks about them 24/7. These web shorts are Itazura-kun's re-imagining of classic folktales such as Cinderella and Momotarou.",-1,12674.0,18147,103,11,white,ona,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 15, 'name': 'Kids'}, {'id': 20, 'name': 'Parody'}]",0,manga,110,g,[],121,NIL,NIL,2019.0,winter,20.0,0.0,6.0,30.0,47.0,103.0,0.6505,0.3495
36411,Mushinin,2017-09-22,airing,Bandai's new toy line for boys: Mushinin. It combines bugs (mushi) and ninja (nin). The anime follows the various characters as they train in their ninja arts at a local playground.,-1,12684.0,16672,192,27,white,ona,currently_airing,"[{'id': 21, 'name': 'Samurai'}, {'id': 27, 'name': 'Shounen'}]",0,game,289,g,[],122,NIL,NIL,2017.0,summer,45.0,0.0,14.0,52.0,81.0,192.0,0.6562,0.3438
41391,Nankyoku Penguin Colors,2019-09-14,airing,Three penguins and Nicolas find things to do in the Antarctic.,-1,12756.0,18120,105,25,white,ona,currently_airing,"[{'id': 36, 'name': 'Slice of Life'}]",3,original,260,g,[],123,NIL,NIL,2019.0,summer,22.0,1.0,22.0,22.0,38.0,105.0,0.581,0.419
51035,Nanyou Zong Zai Xiuluochang,2019-01-14,airing,no_synopsis,-1,12764.0,18704,47,3,gray,ona,currently_airing,"[{'id': 28, 'name': 'Boys Love'}, {'id': 4, 'name': 'Comedy'}, {'id': 23, 'name': 'School'}]",0,web_novel,234,pg_13,[],124,NIL,NIL,2019.0,winter,7.0,0.0,5.0,6.0,29.0,47.0,0.766,0.234
33398,Neko Konogoro,2016-06-08,airing,Based on the characters created by Study.,-1,12793.0,11010,1183,73,white,tv,currently_airing,"[{'id': 4, 'name': 'Comedy'}]",0,manga,60,no_rating,"[{'id': 432, 'name': 'Kachidoki Studio'}]",125,other,00:00,2016.0,summer,162.0,0.0,36.0,232.0,753.0,1183.0,0.7735,0.2265
35478,Neko no Robu,2017-05-06,airing,"The series stars a cat with a lack of energy who speaks while lying down, yet has a thorough personality.  He thinks various things and has fun watching humans.",-1,12806.0,11033,1175,58,white,tv,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 36, 'name': 'Slice of Life'}]",0,original,60,g,"[{'id': 432, 'name': 'Kachidoki Studio'}]",126,saturday,06:30,2017.0,spring,149.0,0.0,37.0,209.0,780.0,1175.0,0.7906,0.2094
50343,Ni Yian Jian Shen,2020-05-12,airing,"This is a world that only the strongest gets to rule. The ancient alchemy is about to rip a hole in the universe while the flaming sword of heaven is going to put an end to the cycle of lives. Rulers of thousands of realms are killed by one that has the bloodline of Titan. Qin Nan, the chosen one, who has cultivated an invincible martial art, has embarked on the road to eternity by defeating countless geniuses and dominating the heavens!

(Source: Chineseanime.co.in)",-1,12832.0,19249,26,2,white,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 17, 'name': 'Martial Arts'}]",0,original,660,pg_13,[],127,NIL,NIL,2020.0,spring,5.0,0.0,1.0,8.0,12.0,26.0,0.6538,0.3462
34264,Ninja Bear the Animation★,2017,airing,"The Ninja International Kindergarten in the Land of White Goats is where kids trying to become the world's best ninjas go to school. Ninja Bear is aiming to become the master of the food chain or, in short, a master ninja! He's training night and day. Other colorful and unique characters like Hige-chan, Bunnie Antoinette, Ham Rock Star, and Usawan are classmates at the school. No challenge is too great for these cool guys! Enjoy their carefree and mischievous life at the Ninja Kindergarten!

And yet... wars created by adults seem to continue in every era. The Land of White Goats and the Land of Black Goats are in an all-out war over paper, a valuable resource for the goat kingdoms. How long will this seemingly endless struggle continue? What does fate have in store for Ninja Bear and his friends?

(Source: Official site)",-1,12855.0,13978,398,4,white,tv,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 15, 'name': 'Kids'}, {'id': 23, 'name': 'School'}]",0,original,0,g,"[{'id': 1291, 'name': 'KOO-KI'}]",128,NIL,NIL,-1.0,NIL,9.0,0.0,6.0,6.0,378.0,399.0,0.9699,0.0301
41546,Ninja Box 3rd Season,2020-03-26,airing,"A new mini season of Ninja Box. They expand upon the random everyday encounters of the kids. According to the official YouTube channels, this is the ""season 3"" of the franchise and the episodes will have irregular release schedule.",-1,12858.0,18131,104,7,white,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 15, 'name': 'Kids'}]",0,game,111,g,[],129,NIL,NIL,2020.0,winter,17.0,0.0,6.0,37.0,44.0,104.0,0.5865,0.4135
32773,Nintama Rantarou no Uchuu Daibouken with Cosmic Front☆Next,2016-02-11,airing,"A series of educational collaboration specials between Nintama Rantarou and the documentary show Cosmic Front Next where Rantarou, Kirimaru and Shinbei learn about space.",-1,12873.0,14903,309,45,white,special,currently_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 15, 'name': 'Kids'}, {'id': 29, 'name': 'Space'}]",0,unknown,1462,g,"[{'id': 30, 'name': 'Ajia-Do'}]",130,NIL,NIL,2016.0,winter,78.0,0.0,20.0,80.0,131.0,309.0,0.6764,0.3236
37142,Nishitetsu CMs,2016-07-19,airing,"Animated commercials for the Nishitesu Group (Nishi-Nippon Railroad Co., Ltd.) that are available on the company's official YouTube channel. So far they cover bus driver recruitment and freight transport.",-1,12882.0,15898,240,82,white,special,currently_airing,"[{'id': 3, 'name': 'Cars'}, {'id': 36, 'name': 'Slice of Life'}]",0,original,77,g,[],131,NIL,NIL,2016.0,summer,88.0,0.0,34.0,44.0,74.0,240.0,0.675,0.325
24773,Norasco,2013-10-11,airing,Follows an easygoing Scottish Fold's mundane everyday life.,-1,12914.0,15491,267,31,white,ona,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 36, 'name': 'Slice of Life'}]",0,original,120,g,"[{'id': 432, 'name': 'Kachidoki Studio'}]",132,NIL,NIL,2013.0,fall,57.0,0.0,11.0,65.0,134.0,267.0,0.7154,0.2846
34092,Norasco (Movie),2016-09-17,airing,Norasco movies screen for the 9th Down Town Taito International Comedy Film Festival. 6 episodes of Norasco were scheduled to show with 2 of them being new creations never previously shown before. The first episode is the boys playing old maid and the second episode Kotarou's sister Michelle makes an unannounced visit.,-1,12915.0,16753,187,19,white,movie,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 36, 'name': 'Slice of Life'}]",0,original,120,g,"[{'id': 432, 'name': 'Kachidoki Studio'}]",133,NIL,NIL,2016.0,summer,42.0,0.0,9.0,57.0,79.0,187.0,0.6471,0.3529
41384,Norimono Man: Mobile Land no Car-kun,2020-04-02,airing,"The anime will depict various vehicles as characters in the ""Mobile Land"" island. The protagonist Car-kun arrives at the island as a delivery worker. Through his deliveries, he gets to know the residents of Mobile Land, all while following traffic rules and having his deliveries stopped by the meddling Sabibi. 

(Source: ANN)",-1,12921.0,15102,293,31,white,tv,currently_airing,"[{'id': 3, 'name': 'Cars'}, {'id': 4, 'name': 'Comedy'}, {'id': 15, 'name': 'Kids'}, {'id': 36, 'name': 'Slice of Life'}]",0,original,300,pg,"[{'id': 1835, 'name': 'CloverWorks'}]",134,thursday,17:20,2020.0,spring,47.0,0.0,31.0,83.0,132.0,293.0,0.6109,0.3891
35698,Oidon to,2015-12-02,airing,A young boy tries to become as strong of a sumo wrestler as his father. ,-1,12980.0,16236,217,23,white,tv,currently_airing,"[{'id': 15, 'name': 'Kids'}, {'id': 30, 'name': 'Sports'}]",0,original,300,g,[],135,NIL,NIL,2016.0,winter,51.0,0.0,12.0,76.0,78.0,217.0,0.5945,0.4055
50285,On Air Dekinai!,2022-01-10,2022-03-28,"Set in 2014, the anime follows the adventures of 23 years old Mafuneko, a newly minted assistant director who joins the TV production department at Tokyo Hajikko Television, only to discover that the glamorous and glitzy life of working behind-the-scenes making TV shows involves strange and inexplicable tasks such as ""gathering 300 acorns"" and ""making a mosaic out of the images reflected in the camera lens."" Despite being surrounded by chaos, set-backs, and weirdos, Mafuneko struggles to become a fully-fledged TV producer.

(Source: Crunchyroll, edited)",-1,13025.0,9599,2060,51,white,tv,currently_airing,"[{'id': 4, 'name': 'Comedy'}]",12,manga,180,pg_13,"[{'id': 1045, 'name': 'Space Neko Company'}, {'id': 1517, 'name': 'Jinnan Studio'}]",136,monday,01:05,2022.0,winter,205.0,0.0,39.0,88.0,1728.0,2060.0,0.9383,0.0617
42804,Onegai Patron-sama!,2020-10-18,airing,"The story centers on hero pair teams named ""Patraisers,"" consisting of ""Sugars"" and their supporter ""Patrons."" The Patraiser teams ""reinvigorate people's frozen hearts.""

The ""main story"" videos will focus on a single Patraiser pair, consisting of the Sugar Asahi Yuga and his Patron Ryouya Nekoyashiki. The ""side story"" videos will focus on their daily lives, as well as the other characters.

(Source: ANN)",-1,13032.0,13657,444,12,white,ona,currently_airing,"[{'id': 36, 'name': 'Slice of Life'}]",0,original,0,no_rating,"[{'id': 2141, 'name': 'TANOsim'}]",137,NIL,NIL,2020.0,fall,49.0,0.0,20.0,38.0,337.0,444.0,0.8694,0.1306
41276,Onigiri ni Naritai Cogimyun,2020-01-31,airing,"A prequel to Cogimyun covering her life at flour school before she runs her grandfather's apartment complex. Episodes air within the ""Millenia Girl"" live action program and then get released for a limited time later in the day on Sanrio's official YouTube channel.",-1,13040.0,16790,185,14,white,tv,currently_airing,"[{'id': 10, 'name': 'Fantasy'}, {'id': 15, 'name': 'Kids'}, {'id': 23, 'name': 'School'}]",0,other,70,g,[],138,friday,01:25,2020.0,winter,33.0,0.0,19.0,52.0,81.0,185.0,0.6162,0.3838
41458,Origami Ninja Koyankinte,2020-04-07,airing,"Koyan, the Origami Ninja, came to Earth from his planet Origamio to find the magical stone ""Hapiton"" that has the ability to make people happy. On the way, he was joined by childhood friend Namin anda new friend Lublin. One day, a villain called Evilrun appeared. Evilrun has a black hole in her stomach and tries to inhale anything. Every time an event happens, Evilrun gets in the way of Koyan and friends. But what Evilrun's aim is remains a mystery...",-1,13072.0,17283,158,10,white,tv,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 15, 'name': 'Kids'}]",0,unknown,0,pg,"[{'id': 324, 'name': 'Directions'}]",139,tuesday,07:30,2020.0,spring,21.0,0.0,8.0,58.0,71.0,158.0,0.5823,0.4177
39091,Orushipe Suopu,2012,airing,"In the Ainu language ""orushipe"" means ""storytelling"" and ""suopu"" means ""this place."" 

The Foundation for Research and Promotion of Ainu Culture (FRPAC) in conjunction with various directors from Studio Rocca created short films every year starting in 2012. They tell stories from within the Ainu land and culture. These short films are featured at museums, schools, and film festivals--particularly ""The New Chitose Airport International Animation Festival"" who's celebrating Hokkaido's 150th anniversary (before the Boshin War the land was known as Ezochi and not formally a part of Japan). 

The official YouTube channel provides various audio and subtitles combinations for the short films, roughly a year after their first showcase. And the yearly films are also released on DVD.",-1,13076.0,18342,85,12,white,special,currently_airing,"[{'id': 13, 'name': 'Historical'}, {'id': 15, 'name': 'Kids'}]",0,original,300,g,[],140,NIL,NIL,-1.0,NIL,18.0,0.0,7.0,23.0,37.0,85.0,0.6471,0.3529
39205,Oshamani,2019-02-05,airing,"Fashionable, hipster, and ironic--these gruff voiced kawaii characters star in a new web anime from Kamio Japan.",-1,13080.0,17605,140,23,white,ona,currently_airing,"[{'id': 15, 'name': 'Kids'}]",0,original,71,g,[],141,NIL,NIL,2019.0,winter,30.0,0.0,16.0,38.0,56.0,140.0,0.6143,0.3857
43769,OTMGirls no Yokiyoki Channel,2020-09-02,airing,"Manaka, Miggy and Hidarin struggle every day to aim for a global expansion.

(Source: Official YouTube Channel)",-1,13107.0,14933,308,78,white,ona,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 36, 'name': 'Slice of Life'}]",0,other,105,g,[],142,NIL,NIL,2020.0,summer,122.0,0.0,58.0,25.0,103.0,308.0,0.7305,0.2695
35372,Otoppe,2017-04-03,airing,"The series follows a young girl named Shina who hopes to become the world's best DJ, and is interested in new sounds. Shina explores a mysterious world filled with Otoppe, strange creatures capable of unique sounds.",-1,13120.0,15878,241,28,white,tv,currently_airing,"[{'id': 10, 'name': 'Fantasy'}, {'id': 15, 'name': 'Kids'}, {'id': 19, 'name': 'Music'}]",0,original,180,g,[],143,monday,08:40,2017.0,spring,56.0,0.0,13.0,82.0,90.0,241.0,0.6058,0.3942
38099,Pakkororin,2011-03-28,airing,"A minute long children's anime that follows 3 siblings. Two brothers who are rectangular and circular shaped, and a sister who is triangluar shaped. They have unique personalities and foster growth and discovery through their play time.",-1,13152.0,16608,195,19,white,tv,currently_airing,"[{'id': 15, 'name': 'Kids'}]",0,original,60,g,[],144,other,08:24,2011.0,spring,38.0,0.0,12.0,68.0,77.0,195.0,0.5897,0.4103
35962,Papan Ga Panda!,2012,airing,"A series of shorts broadcasted on Kids Station. The star a Panda (with other animals present) as they do quick skits usually revolving around singing, dancing, and exercise.",-1,13177.0,17484,146,18,white,tv,currently_airing,"[{'id': 15, 'name': 'Kids'}, {'id': 19, 'name': 'Music'}]",0,original,30,g,[],145,NIL,NIL,-1.0,NIL,31.0,0.0,10.0,41.0,64.0,146.0,0.6507,0.3493
34845,Ponkotsu Quest Specials,2014-03-13,airing,"Ponkotsu Quest web specials are not a part of the original series' episode count. They contain original footage and dialogue. Most of the DVD announcement specials are excluded from this entry due to no new footage.
",-1,13273.0,15236,284,40,white,ona,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 20, 'name': 'Parody'}]",0,original,170,g,"[{'id': 1229, 'name': 'Pie in the sky'}]",146,NIL,NIL,2014.0,winter,58.0,1.0,30.0,59.0,136.0,284.0,0.6866,0.3134
31667,Ponkotsu Quest: Maou to Haken no Mamono-tachi,2013-08-22,airing,"As of 13.03.2019, 60 Episodes have been released.",-1,13276.0,13661,442,69,white,ona,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 20, 'name': 'Parody'}]",0,original,225,pg,[],147,NIL,NIL,2013.0,summer,95.0,1.0,43.0,99.0,204.0,442.0,0.6787,0.3213
34847,Ponkotsu Quest: Maou to Haken no Mamono-tachi Specials,2015-12-23,airing,BD specials of Ponkotsu Quest: Maou to Haken no Mamono-tachi. ,-1,13277.0,15428,272,35,white,special,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 11, 'name': 'Game'}, {'id': 20, 'name': 'Parody'}]",0,original,240,pg,[],148,NIL,NIL,2015.0,fall,50.0,1.0,27.0,59.0,135.0,272.0,0.6838,0.3162
48250,Pororo Donghwanala,2020-08-24,airing,no_synopsis,-1,13291.0,17447,148,16,white,tv,currently_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 15, 'name': 'Kids'}]",0,unknown,560,pg,[],149,NIL,NIL,2020.0,summer,26.0,0.0,8.0,49.0,65.0,148.0,0.6149,0.3851
37096,Puzzle & Dragon,2018-04-02,airing,"The story is set in modern day Japan following the growth of the protagonist Taiga Akashi, an elementary school kid who wants to be a professional gamer someday. 

(Source: Crunchyroll)",-1,13336.0,11000,1186,97,white,tv,currently_airing,"[{'id': 11, 'name': 'Game'}, {'id': 15, 'name': 'Kids'}]",0,game,1440,pg,"[{'id': 1, 'name': 'Studio Pierrot'}]",150,monday,18:25,2018.0,spring,198.0,0.0,47.0,155.0,787.0,1187.0,0.8298,0.1702
51131,Qi Jie Diyi Xian,2022-02-24,airing,"Because of a sudden kindness, Liang Xi has ten thousand years of true power, and joins Tianlingmen to embark on the official path of self-cultivation. Turning your hands into clouds and covering your hands into rain, while talking and laughing, the powerful enemies are wiped out. My wish is very simple. It is nothing more than planting flowers and raising grass, and making bubble girls and refining treasures. Covering the world with one hand, very good and powerful. Liang Xi looked at the sentient beings in the seven realms crawling under her feet, and emphasized that I am a man with a strong sense of chastity.

(Source: Donghua Sub Studio)",-1,13344.0,17919,120,22,white,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 17, 'name': 'Martial Arts'}]",60,web_novel,600,pg_13,"[{'id': 2059, 'name': 'Soyep'}]",151,NIL,NIL,2022.0,winter,56.0,0.0,7.0,14.0,43.0,120.0,0.825,0.175
50441,Qian Cong Shou,2022-01-20,airing,no_synopsis,-1,13354.0,14452,348,47,white,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}, {'id': 24, 'name': 'Sci-Fi'}]",16,original,1380,pg_13,[],152,NIL,NIL,2022.0,winter,138.0,0.0,8.0,19.0,183.0,348.0,0.9224,0.0776
39023,Qin Shi Ming Yue: Canghai Hengliu,2020-10-08,airing,Sixth season of Qin Shi Ming Yue.,-1,13368.0,11432,999,55,white,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}, {'id': 13, 'name': 'Historical'}, {'id': 17, 'name': 'Martial Arts'}]",0,novel,1200,pg_13,"[{'id': 1768, 'name': 'Sparkly Key Animation Studio'}]",153,NIL,NIL,2020.0,fall,126.0,0.0,29.0,78.0,766.0,999.0,0.8929,0.1071
38451,Reizouko no Tsukenosuke!,2018-10-01,airing,A gag anime about foods in a refrigerator. The anime airs within the Oha Suta children's morning TV program and will receive a simultaneous manga serialization by Kazumata Oguri.,-1,13400.0,16823,183,17,white,tv,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 15, 'name': 'Kids'}, {'id': 20, 'name': 'Parody'}]",0,original,60,g,[],154,monday,07:05,2018.0,fall,36.0,0.0,11.0,63.0,73.0,183.0,0.5956,0.4044
