id,title,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,media_type,status,genres,num_episodes,source,average_episode_duration,rating,studios,bypopularity_ranking,broadcast_day_of_the_week,broadcast_start_time,start_season_year,start_season_season,statistics_watching,statistics_completed,statistics_on_hold,statistics_dropped,statistics_plan_to_watch,statistics_num_list_users,positive_viewership_fraction,negative_viewership_fraction
30307,Monster Musume no Iru Nichijou,2015-07-08,2015-09-23,"With his parents abroad, Kimihito Kurusu lived a quiet, unremarkable life alone until monster girls came crowding in! This alternate reality presents cutting-edge Japan, the first country to promote the integration of non-human species into society. After the incompetence of interspecies exchange coordinator Agent Smith leaves Kimihito as the homestay caretaker of a Lamia named Miia, the newly-minted ""Darling"" quickly attracts girls of various breeds, resulting in an ever-growing harem flush with eroticism and attraction.

Unfortunately for him and the ladies, sexual interactions between species is forbidden by the Interspecies Exchange Act! The only loophole is through an experimental marriage provision. Kimihito's life becomes fraught with an abundance of creature-specific caveats and sensitive interspecies law as the passionate, affectionate, and lusty women hound his every move, seeking his romantic and sexual affections. With new species often appearing and events materializing out of thin air, where Kimihito and his harem go is anyone's guess!

[Written by MAL Rewrite]",7.01,3792.0,233,655241,370524,white,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 9, 'name': 'Ecchi'}, {'id': 10, 'name': 'Fantasy'}, {'id': 35, 'name': 'Harem'}, {'id': 22, 'name': 'Romance'}, {'id': 42, 'name': 'Seinen'}]",12,manga,1420,r+,"[{'id': 456, 'name': 'Lerche'}]",233,wednesday,00:30,2015.0,summer,31417.0,486761.0,14603.0,31910.0,92776.0,657467.0,0.9293,0.0707
18671,Chuunibyou demo Koi ga Shitai! Ren,2014-01-09,2014-03-27,"The awkward lovebirds, Yuuta Togashi and Rikka Takanashi are now living together as they enter a new school year, but their adorable relationship remains stagnant. Yuuta struggles to adapt to having a chuuni girlfriend while the gang—Sanae Dekomori, Shinka Nibutani and Kumin Tsuyuri—are still keeping up with their quirks despite having advanced a grade. Making matters worse, another chuuni girl from Yuuta's middle school, Satone Shichimiya, appears...

With the various events revolving around Yuuta, will he be able to develop his relationship with Rikka?

[Written by MAL Rewrite]
",7.56,1436.0,234,651706,389469,white,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 36, 'name': 'Slice of Life'}]",12,light_novel,1440,pg_13,"[{'id': 2, 'name': 'Kyoto Animation'}]",234,thursday,00:30,2014.0,winter,22962.0,503131.0,14421.0,13222.0,98237.0,651973.0,0.9576,0.0424
31798,Kiznaiver,2016-04-09,2016-06-25,"Katsuhira Agata is a quiet and reserved teenage boy whose sense of pain has all but vanished. His friend, Chidori Takashiro, can only faintly remember the days before Katsuhira had undergone this profound change. Now, his muffled and complacent demeanor make Katsuhira a constant target for bullies, who exploit him for egregious sums of money. But their fists only just manage to make him blink, as even emotions are far from his grasp.

However, one day Katsuhira, Chidori, and four other teenagers are abducted and forced to join the Kizuna System as official ""Kiznaivers."" Those taking part are connected through pain: if one member is injured, the others will feel an equal amount of agony. These individuals must become the lab rats and scapegoats of an incomplete system designed with world peace in mind. With their fates literally intertwined, the Kiznaivers must expose their true selves to each other, or risk failing much more than just the Kizuna System.

[Written by MAL Rewrite]",7.4,1993.0,235,649361,310562,white,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}, {'id': 24, 'name': 'Sci-Fi'}]",12,original,1440,pg_13,"[{'id': 803, 'name': 'Trigger'}]",235,saturday,23:30,2016.0,spring,39569.0,394036.0,19396.0,26306.0,171870.0,651177.0,0.9298,0.0702
24415,Kuroko no Basket 3rd Season,2015-01-11,2015-06-30,"Following their triumph against Yousen High, Seirin's basketball team has reached the semifinals of the Winter Cup along with Kaijou, Rakuzan, and Shuutoku. Each of these teams possesses a member of the Generation of Miracles, and Seirin prepares to face the largest obstacles on their path to winning the Winter Cup.
 
In the final season of Kuroko no Basket, Kuroko goes head-to-head with his old teammates once more as he attempts to show them that individual skill is not the only way to play basketball. His firm belief that his form of basketball, team play, is the right way to play the sport will clash with the talents of a perfect copy and an absolute authority.

While Kuroko tries to prove that his basketball is ""right,"" he and the rest of Seirin High ultimately have one goal: to win the Winter Cup and overcome the strength of the Generation of Miracles, who have long dominated the scene of middle and high school basketball.

[Written by MAL Rewrite]",8.31,224.0,236,647910,393627,white,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}]",25,manga,1450,pg_13,"[{'id': 10, 'name': 'Production I.G'}]",236,sunday,01:58,2015.0,winter,29950.0,529948.0,10595.0,6356.0,71191.0,648040.0,0.9738,0.0262
41025,Fumetsu no Anata e,2021-04-12,2021-08-30,"An Orb, known only as It, is cast to Earth to be observed from afar. Capable of changing forms from beings whose reflections It captures, It first becomes a rock and then, due to the rising temperature, moss.

It does not move until one snowy day, a wolf at death's door barely crosses by. When It takes the animal's form, It attains awareness of its consciousness and starts to wander with an unclear destination in mind. Soon, It comes across the wolf's master—a young boy waiting for his tribe to return from a paradise abundant with fish and fruit in the south. Although the boy is lonely, he still hopes those whom he holds dear in his memories have not forgotten him and that he will reunite with them one day.

The boy wants to explore new surroundings and decides to abandon his home with It to find the paradise using the traces his tribe left behind. However, with a heavily injured body and no sight of his elder comrades, what will become of the boy?

Fumetsu no Anata e illustrates the story of an immortal being experiencing humanity, meeting all types of people in many places throughout time.

[Written by MAL Rewrite]",8.4,164.0,237,645427,222843,white,tv,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 8, 'name': 'Drama'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",20,manga,1500,r,"[{'id': 112, 'name': ""Brain's Base""}]",237,monday,22:50,2021.0,spring,165477.0,215450.0,33234.0,21612.0,211511.0,647284.0,0.9153,0.0847
6,Trigun,1998-04-01,1998-09-30,"Vash the Stampede is the man with a $$60,000,000,000 bounty on his head. The reason: he's a merciless villain who lays waste to all those that oppose him and flattens entire cities for fun, garnering him the title ""The Humanoid Typhoon."" He leaves a trail of death and destruction wherever he goes, and anyone can count themselves dead if they so much as make eye contact—or so the rumors say. In actuality, Vash is a huge softie who claims to have never taken a life and avoids violence at all costs.

With his crazy doughnut obsession and buffoonish attitude in tow, Vash traverses the wasteland of the planet Gunsmoke, all the while followed by two insurance agents, Meryl Stryfe and Milly Thompson, who attempt to minimize his impact on the public. But soon, their misadventures evolve into life-or-death situations as a group of legendary assassins are summoned to bring about suffering to the trio. Vash's agonizing past will be unraveled and his morality and principles pushed to the breaking point.

[Written by MAL Rewrite]",8.22,296.0,238,644812,311071,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 27, 'name': 'Shounen'}]",26,manga,1480,pg_13,"[{'id': 11, 'name': 'Madhouse'}]",238,thursday,01:15,1998.0,spring,34932.0,386583.0,29136.0,15997.0,179101.0,645749.0,0.9301,0.0699
37086,Kakegurui××,2019-01-09,2019-03-27,"As Yumeko Jabami's fame grows and the reputation of the student council dwindles, Kirari Momobami decides to revolutionize the group. To this end, she announces an election for its next president. The rules are simple: each student in the school receives one chip. Whoever has the most chips by the end of thirty days becomes both the new president and the head of the Momobami clan.

Upon receiving news of this development, the Momobami branch families spring into action. Eleven transfer students arrive at Hyakkao Private Academy, each aiming to lead both the school and the Momobami clan. Equipped with unique talents, they will compete to get as many chips as possible—but their chips are not the only things on the line.

[Written by MAL Rewrite]
",7.21,2893.0,239,637753,372785,white,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 11, 'name': 'Game'}, {'id': 7, 'name': 'Mystery'}, {'id': 40, 'name': 'Psychological'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}]",12,manga,1469,r,"[{'id': 569, 'name': 'MAPPA'}]",239,wednesday,02:30,2019.0,winter,32407.0,486048.0,13483.0,15750.0,92893.0,640581.0,0.9544,0.0456
31859,Hai to Gensou no Grimgar,2016-01-11,2016-03-28,"Fear, survival, instinct. Thrown into a foreign land with nothing but hazy memories and the knowledge of their name, they can feel only these three emotions resonating deep within their souls. A group of strangers is given no other choice than to accept the only paying job in this game-like world—the role of a soldier in the Reserve Army—and eliminate anything that threatens the peace in their new world, Grimgar.

When all of the stronger candidates join together, those left behind must create a party together to survive: Manato, a charismatic leader and priest; Haruhiro, a nervous thief; Yume, a cheerful hunter; Shihoru, a shy mage; Moguzo, a kind warrior; and Ranta, a rowdy dark knight. Despite its resemblance to one, this is no game—there are no redos or respawns; it is kill or be killed. 

It is now up to this ragtag group of unlikely fighters to survive together in a world where life and death are separated only by a fine line. 

[Written by MAL Rewrite]",7.66,1170.0,240,635893,324178,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}]",12,light_novel,1440,pg_13,"[{'id': 56, 'name': 'A-1 Pictures'}]",240,monday,00:30,2016.0,winter,36383.0,413684.0,15617.0,23651.0,148229.0,637564.0,0.9384,0.0616
38680,Fruits Basket 1st Season,2019-04-06,2019-09-21,"Tooru Honda has always been fascinated by the story of the Chinese Zodiac that her beloved mother told her as a child. However, a sudden family tragedy changes her life, and subsequent circumstances leave her all alone. Tooru is now forced to live in a tent, but little does she know that her temporary home resides on the private property of the esteemed Souma family. Stumbling upon their home one day, she encounters Shigure, an older Souma cousin, and Yuki, the ""prince"" of her school. Tooru explains that she lives nearby, but the Soumas eventually discover her well-kept secret of being homeless when they see her walking back to her tent one night.

Things start to look up for Tooru as they kindly offer to take her in after hearing about her situation. But soon after, she is caught up in a fight between Yuki and his hot-tempered cousin, Kyou. While trying to stop them, she learns that the Souma family has a well-kept secret of their own: whenever they are hugged by a member of the opposite sex, they transform into the animals of the Chinese Zodiac.

With this new revelation, Tooru will find that living with the Soumas is an unexpected adventure filled with laughter and romance.

[Written by MAL Rewrite]",8.22,298.0,241,633835,283292,white,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}, {'id': 25, 'name': 'Shoujo'}, {'id': 36, 'name': 'Slice of Life'}, {'id': 37, 'name': 'Supernatural'}]",25,manga,1434,pg_13,"[{'id': 73, 'name': 'TMS Entertainment'}]",241,saturday,01:23,2019.0,spring,69622.0,343314.0,29285.0,24078.0,171168.0,637467.0,0.9163,0.0837
1210,NHK ni Youkoso!,2006-07-10,2006-12-18,"Twenty-two-year-old college dropout Tatsuhiro Satou has been a hikikomori for almost four years now. In his isolation, he has come to believe in many obscure conspiracy theories, but there is one in particular which he holds unshakable faith in: the theory that the evil conspirator behind his shut-in NEET (Not in Employment, Education or Training) status is the Nihon Hikikomori Kyokai (NHK)—an evil and secret organization dedicated to fostering the spread of hikikomori culture.

NHK ni Youkoso! is a psychological dramedy that follows Tatsuhiro as he strives to escape from the NHK's wicked machinations and the disease of self-wrought isolation, while struggling to even just leave his apartment and find a job. His unexpected encounter with the mysterious Misaki Nakahara might signal a reversal of fortune for Tatsuhiro, but with this meeting comes the inevitable cost of having to face his greatest fear—society.

[Written by MAL Rewrite]",8.32,215.0,242,633432,284450,white,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 40, 'name': 'Psychological'}, {'id': 22, 'name': 'Romance'}]",24,novel,1440,r+,"[{'id': 3, 'name': 'Gonzo'}]",242,NIL,NIL,2006.0,summer,34741.0,339743.0,26736.0,17896.0,215309.0,634425.0,0.9296,0.0704
270,Hellsing,2001-10-11,2002-01-17,"Hellsing, an organization specializing in dealing with supernatural threats, is called in to eliminate a vampire that is turning the villagers of Cheddar into ghouls. To put an end to this, the leader of the organization, Sir Integra Fairbrook Wingates Hellsing, dispatches her most formidable asset: a powerful vampire known as Alucard.

Armed with only a single handgun, Alucard wreaks havoc on the monsters plaguing Cheddar. However, a young police officer, Seras Victoria, gets caught up in the chaos and becomes mortally wounded as a result. Taking pity on the girl, Alucard gives her a choice: die as a human or live on as a vampire. Seras accepts his offer and begins a new life as a member of Hellsing.

Though it was her decision, Seras struggles with the fact that she is no longer human. Nevertheless, she must embrace being a creature of the night soon if she wants to survive on the front lines in the fight between humans and the supernatural.

[Written by MAL Rewrite]",7.49,1682.0,243,633029,322602,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 14, 'name': 'Horror'}, {'id': 42, 'name': 'Seinen'}, {'id': 37, 'name': 'Supernatural'}, {'id': 32, 'name': 'Vampire'}]",13,manga,1380,r,"[{'id': 3, 'name': 'Gonzo'}]",243,NIL,NIL,2001.0,fall,25783.0,423749.0,17943.0,18839.0,147595.0,633909.0,0.942,0.058
32901,Eromanga-sensei,2017-04-09,2017-06-25,"One year ago, Sagiri Izumi became step-siblings with Masamune Izumi. But the sudden death of their parents tears their new family apart, resulting in Sagiri becoming a shut-in which cut her off from her brother and society.

While caring for what's left of his family, Masamune earns a living as a published light novel author with one small problem: he's never actually met his acclaimed illustrator, Eromanga-sensei, infamous for drawing the most lewd erotica. Through an embarrassing chain of events, he learns that his very own little sister was his partner the whole time!

As new characters and challenges appear, Masamune and Sagiri must now face the light novel industry together. Eromanga-Sensei follows the development of their relationship and their struggle to become successful; and as Sagiri slowly grows out of her shell, just how long will she be able to hide her true persona from the rest of the world?

[Written by MAL Rewrite]",6.4,6722.0,244,632260,362092,white,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 9, 'name': 'Ecchi'}, {'id': 22, 'name': 'Romance'}]",12,light_novel,1415,pg_13,"[{'id': 56, 'name': 'A-1 Pictures'}]",244,sunday,00:30,2017.0,spring,34363.0,444079.0,14631.0,43526.0,97702.0,634301.0,0.9083,0.0917
1482,D.Gray-man,2006-10-03,2008-09-30,"Losing a loved one is so painful that one may sometimes wish to be able to resurrect them—a weakness that the enigmatic Millennium Earl exploits. To make his mechanical weapons known as ""Akuma,"" he uses the souls of the dead that are called back. Once a soul is placed in an Akuma, it is trapped forever, and the only way to save them is to exorcise them from their vessel using the Anti-Akuma weapon, ""Innocence.""
 
After spending three years as the disciple of General Cross, Allen Walker is sent to the Black Order—an organization comprised of those willing to fight Akuma and the Millennium Earl—to become an official Exorcist. With an arm as his Innocence and a cursed eye that can see the suffering souls within an Akuma, it's up to Allen and his fellow Exorcists to stop the Millennium Earl's ultimate plot: one that can lead to the destruction of the world.

[Written by MAL Rewrite]",8.03,517.0,245,631802,235492,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 6, 'name': 'Demons'}, {'id': 27, 'name': 'Shounen'}, {'id': 31, 'name': 'Super Power'}]",103,manga,1380,pg_13,"[{'id': 73, 'name': 'TMS Entertainment'}]",245,tuesday,18:00,2006.0,fall,58135.0,282543.0,57975.0,45884.0,187860.0,632397.0,0.8358,0.1642
8769,Ore no Imouto ga Konnani Kawaii Wake ga Nai,2010-10-03,2010-12-19,"Kirino Kousaka embodies the ideal student with equally entrancing looks. Her grades are near perfect, and to cover her personal expenses, she works as a professional model alongside her best friend Ayase Aragaki, who abhors liars and all things otaku. But what Ayase doesn't know is that Kirino harbors a deep, entrenched secret that will soon be brought to light.

At home one day, Kyousuke, Kirino's perfectly average brother, stumbles upon an erotic game that belongs to none other than his seemingly flawless little sister. With her reputation at stake, Kirino places a gag order on her sibling while simultaneously introducing him to the world of eroge and anime. Through Kirino, Kyousuke encounters the gothic lolita Ruri Gokou and the bespectacled otaku Saori Makishima, thus jump-starting an entirely new lifestyle. But as he becomes more and more involved in his little sister's secret life, it becomes that much harder to keep under wraps. 

[Written by MAL Rewrite]",7.01,3796.0,246,630842,354243,white,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 36, 'name': 'Slice of Life'}]",12,light_novel,1450,pg_13,"[{'id': 436, 'name': 'AIC Build'}]",246,sunday,23:30,2010.0,fall,21082.0,453748.0,11890.0,22702.0,121807.0,631229.0,0.9452,0.0548
31765,Sword Art Online Movie: Ordinal Scale,2017-02-18,2017-02-18,"In 2026, four years after the infamous Sword Art Online incident, a revolutionary new form of technology has emerged: the Augma, a device that utilizes an Augmented Reality system. Unlike the Virtual Reality of the NerveGear and the Amusphere, it is perfectly safe and allows players to use it while they are conscious, creating an instant hit on the market. The most popular application for the Augma is the game Ordinal Scale, which immerses players in a fantasy role-playing game with player rankings and rewards.

Following the new craze, Kirito's friends dive into the game, and despite his reservations about the system, Kirito eventually joins them. While at first it appears to be just fun and games, they soon find out that the game is not all that it seems...

[Written by MAL Rewrite]",7.58,1386.0,247,630146,388493,white,movie,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 11, 'name': 'Game'}, {'id': 22, 'name': 'Romance'}]",1,original,7140,r+,"[{'id': 56, 'name': 'A-1 Pictures'}]",247,NIL,NIL,2017.0,winter,10551.0,524433.0,2592.0,2393.0,92367.0,632336.0,0.9921,0.0079
31722,Nanatsu no Taizai: Seisen no Shirushi,2016-08-28,2016-09-18,"The Seven Deadly Sins, along with Elizabeth Liones and Hawk, have won the Kingdom of Leones back from the Holy Knights. At long last, it's their time to indulge in the peaceful lives they fought for. From inedible meat pies, overdue battles, unexpected stalkers, and the butterflies of first love, the Sins are accompanied by their friends in their carefree, fun-filled time together. However, the calm is broken with the premonition of a new threat, bringing upon the signs of Holy War and threatening to shatter the peace of the Sins' easygoing days.

[Written by MAL Rewrite]",7.01,3793.0,248,623506,374655,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",4,manga,1440,pg_13,"[{'id': 56, 'name': 'A-1 Pictures'}]",248,sunday,17:00,2016.0,summer,14603.0,540017.0,3767.0,5405.0,61911.0,625703.0,0.9853,0.0147
11633,Blood Lad,2013-07-08,2013-09-09,"Staz Charlie Blood is a powerful vampire who rules the Eastern district of Demon World. According to rumors, he is a bloodthirsty and merciless monster, but in reality, Staz is just an otaku obsessed with Japanese culture and completely uninterested in human blood. Leaving the management of his territory to his underlings, Staz spends his days lazing around, indulging in anime, manga, and games.

When Fuyumi Yanagi, a Japanese girl, accidentally wanders through a portal leading into the demon world, Staz is overjoyed. But just as he is starting to feel an unusual attraction to her, his territory is attacked, resulting in Fuyumi's untimely death. She turns into a wandering ghost and the crestfallen Staz vows to resurrect her as this would mean being able to travel to the human world, something he has always dreamed of.

Blood Lad follows Staz and Fuyumi, soon joined by the spatial magician Bell and the half-werewolf Wolf, as they travel to find a magic that can bring humans back to life.

[Written by MAL Rewrite]",7.28,2509.0,249,621964,323897,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 6, 'name': 'Demons'}, {'id': 42, 'name': 'Seinen'}, {'id': 37, 'name': 'Supernatural'}, {'id': 32, 'name': 'Vampire'}]",10,manga,1485,pg_13,"[{'id': 112, 'name': ""Brain's Base""}]",249,monday,00:30,2013.0,summer,26592.0,433759.0,16875.0,21716.0,123364.0,622306.0,0.938,0.062
34902,Tsurezure Children,2017-07-04,2017-09-19,"Young love—it takes many unique and fascinating forms that flourish as children begin to mature into adults. From being unable to confess to not knowing what real love actually feels like, various obstacles can arise when learning about romantic attraction for the first time. But underneath all that, young love is something truly beautiful to behold, leading to brand new experiences for those young and in love.

Tsurezure Children depicts various scenarios of young love coming to fruition, along with the struggles and joys that it entails.

[Written by MAL Rewrite]",7.59,1348.0,250,621305,334534,white,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}]",12,4_koma_manga,750,pg_13,"[{'id': 418, 'name': 'Studio Gokumi'}]",250,tuesday,23:15,2017.0,summer,34098.0,425424.0,12772.0,13444.0,137860.0,623598.0,0.958,0.042
36896,Boku no Hero Academia the Movie 1: Futari no Hero,2018-08-03,2018-08-03,"U.A. High School's students of Class 1-A have made it to summer break. Izuku Midoriya accompanies his mentor All Might to a celebratory superhero festival on I-Island, an isolated patch of land dedicated to researching Quirks and everything else associated with the hero business. Midoriya is granted the opportunity to meet All Might's friend Dave and Dave's daughter Melissa, two talented hero equipment engineers. He also encounters his classmates, most of whom have been given the opportunity to spend part of their summer break at the festival.

However, a mysterious squad of villains infiltrates I-Island, and it is up to Midoriya and his friends to confront them, using their developing Quirks to fight off the new enemy and uncover a treacherous plot.

[Written by MAL Rewrite]",7.6,1312.0,251,620668,380711,white,movie,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 27, 'name': 'Shounen'}, {'id': 31, 'name': 'Super Power'}]",1,manga,5760,pg_13,"[{'id': 4, 'name': 'Bones'}]",251,NIL,NIL,2018.0,summer,8179.0,526811.0,1830.0,1312.0,85214.0,623346.0,0.995,0.005
40776,Haikyuu!! To the Top 2nd Season,2020-10-03,2020-12-19,"Once called a fallen powerhouse and known as ""Flightless Crows,"" Karasuno High School has finally taken flight at nationals. With a comprehensive performance against Tsubakihara Academy in their first match, the team is now facing its toughest opponent yet: the runners-up of the last Spring Tournament, Inarizaki High School. Furthermore, dealing with the formidable twin Miya brothers only makes things more difficult for Karasuno.

As soon as the match begins, Karasuno is overwhelmed by all the noise and jeers from the supporters of Inarizaki High but rekindles its strength thanks to its own loyal fans. Karasuno also gains some momentum by utilizing an attack centered on Shouyou Hinata, but the eccentric play of Atsumu and Osamu Miya delivers an unexpected blow that leaves their opponent astounded.

Things are bound to get intense as the match progresses between these two teams. Will Karasuno be able to defeat Inarizaki High and overcome the hurdles that threaten its pursuit to the top?

[Written by MAL Rewrite]",8.54,96.0,252,620484,349728,white,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}]",12,manga,1436,pg_13,"[{'id': 10, 'name': 'Production I.G'}]",252,saturday,02:25,2020.0,fall,55179.0,450161.0,9025.0,3970.0,104176.0,622511.0,0.9791,0.0209
2993,Rosario to Vampire,2008-01-03,2008-03-27,"Youkai Academy is a seemingly normal boarding school, except that its pupils are monsters learning to coexist with humans. All students attend in human form and take normal academic subjects, such as literature, gym, foreign language, and mathematics. However, there is one golden rule at Youkai Academy—all humans found on school grounds are to be executed immediately!

Tsukune Aono is an average teenager who is unable to get into any high school because of his bad grades. His parents inadvertently enroll him into Youkai Academy as a last-ditch effort to secure his education. As Tsukune unknowingly enters this new world, he has a run-in with the most attractive girl on campus, Moka Akashiya. Deciding to stay in the perilous realm in order to further his relationship with Moka, he does not realize that beneath her beauty lies a menacing monster—a vampire.

Rosario to Vampire is a supernatural school comedy that explores Tsukune's romantic exploits, experiences, and misadventures with a bevy of beautiful but dangerous creatures.

[Written by MAL Rewrite]",6.78,4799.0,253,618847,356119,white,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 9, 'name': 'Ecchi'}, {'id': 10, 'name': 'Fantasy'}, {'id': 35, 'name': 'Harem'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 32, 'name': 'Vampire'}]",13,manga,1500,r+,"[{'id': 3, 'name': 'Gonzo'}]",253,thursday,23:30,2008.0,winter,20650.0,477028.0,12514.0,27797.0,81389.0,619378.0,0.9349,0.0651
36949,Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,2018-04-09,2018-06-25,"A dark age of cooking befalls Tootsuki Culinary Academy. With the Elite Ten's devastating coup d'état, Azami Nakiri is now the director of the prestigious school. Students must now conform to Azami's ideology of ""true gourmet food"" and are forbidden to express creativity, or else face expulsion.

However, Souma Yukihira and the members of the Polar Star Dormitory refuse to accept these changes. Aided by other rebellious first-years, including the tenth seat, Erina Nakiri, Souma and his allies band together to fight off supporters of Azami's regime. But corrupt instructors and the menacing Central organization stand in their way, and so they must work together, harder than ever before, to survive every underhanded plot designed to banish them from the school.

[Written by MAL Rewrite]
",7.99,576.0,254,615993,362434,white,tv,finished_airing,"[{'id': 9, 'name': 'Ecchi'}, {'id': 47, 'name': 'Gourmet'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}]",12,manga,1452,pg_13,"[{'id': 7, 'name': 'J.C.Staff'}]",254,monday,00:30,2018.0,spring,32435.0,499105.0,6880.0,5095.0,74652.0,618167.0,0.9806,0.0194
27787,Nisekoi:,2015-04-10,2015-06-26,"Despite having seemingly quelled the war between their respective gangs, Raku Ichijou and Chitoge Kirisaki still carry on with their fake relationship. Eventually, as Chitoge's perception of Raku slowly changes, she even begins to see him as a little charming. 

Chitoge struggles to come to terms with her newfound feelings for Raku, as a new girl joins the slew of Raku's admirers and the competition among those vying for the yakuza heir's attention grows even fiercer. And amidst all this, Raku's search for his first love and the contents of the mysterious sealed locket continues in Nisekoi:, which picks up where the first season left off.

[Written by MAL Rewrite]",7.36,2156.0,255,613566,374681,white,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 35, 'name': 'Harem'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}]",12,manga,1462,pg_13,"[{'id': 44, 'name': 'Shaft'}]",255,friday,23:30,2015.0,spring,19532.0,497258.0,9898.0,11995.0,74928.0,613611.0,0.9643,0.0357
38040,Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu,2019-08-30,2019-08-30,"It is not strange that the Demon Lord's forces fear the Crimson Demons, the clan from which Megumin and Yunyun originate. Even if the Demon Lord's generals attack their village, the Crimson Demons can just easily brush them off with their supreme mastery of advanced and overpowered magic.

When Yunyun receives a seemingly serious letter regarding a potential disaster coming to her hometown, she immediately informs Kazuma Satou and the rest of his party. After a series of wacky misunderstandings, it turns out to be a mere prank by her fellow demon who wants to be an author. Even so, Megumin becomes worried about her family and sets out toward the Crimson Demons' village with the gang.

There, Kazuma and the others decide to sightsee the wonders of Megumin's birthplace. However, they soon come to realize that the nonsense threat they received might have been more than just a joke.

[Written by MAL Rewrite]",8.47,125.0,256,613002,381125,white,movie,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 20, 'name': 'Parody'}, {'id': 37, 'name': 'Supernatural'}]",1,light_novel,5400,pg_13,"[{'id': 7, 'name': 'J.C.Staff'}]",256,NIL,NIL,2019.0,summer,12668.0,488311.0,3178.0,2272.0,109199.0,615628.0,0.9911,0.0089
