id,title,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,media_type,status,genres,num_episodes,source,average_episode_duration,rating,studios,all_ranking,broadcast_day_of_the_week,broadcast_start_time,start_season_year,start_season_season,statistics_watching,statistics_completed,statistics_on_hold,statistics_dropped,statistics_plan_to_watch,statistics_num_list_users,positive_viewership_fraction,negative_viewership_fraction
28675,Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,2015-04-25,2015-04-25,"After Akihito Kanbara reunites with Mirai Kuriyama—whom he believed had vanished after defeating Beyond the Boundary—he discovers a heartbreaking fact: Mirai has lost all memory of him, their friends, and her past as a Spirit Warrior. Akihito is utterly devastated, but realizes that she has a unique opportunity. Mirai can finally live the life of a normal girl—where she'll be completely devoid of the supernatural society that both shunned and used her. While it's all for the sake of Mirai's happiness, the price is costly—Akihito and his friends must keep her true origins a secret from her, and as a result avoid befriending her. 

However, the troubling memories of Mirai's old life gradually begin to resurface, and a mysterious new evil leads a group of shadow-like creatures into the city with the goal of seeking her out. As the situations become dire, Akihito must fight to protect himself, his closest friends, and Mirai—the bespectacled beauty he holds most dear. 

[Written by MAL Rewrite]
",8.17,352,826,229592,118146,white,movie,finished_airing,"[{'id': 10, 'name': 'Fantasy'}, {'id': 36, 'name': 'Slice of Life'}, {'id': 37, 'name': 'Supernatural'}]",1,light_novel,5400,pg_13,"[{'id': 2, 'name': 'Kyoto Animation'}]",352,NIL,NIL,2015.0,spring,5285.0,161113.0,2067.0,858.0,60267.0,229590.0,0.9873,0.0127
9890,Major: Message,2010-12-17,2010-12-17,"Thirteen years after achieving major success with the Indiana Hornets, Gorou Honda's career as a pitcher ended abruptly after sustaining a horrible injury. Inspired by his father, who continued playing baseball despite major setbacks, Gorou plans to restart his baseball career and play in a new position. However, his strong dedication to train has puzzled his family, especially his young daughter Izumi, who is frustrated with the absence of her father from her lives. Faced by another tough obstacle, Gorou once again decides to prove his resolve through his beloved sport.

[Written by MAL Rewrite]",8.17,353,3543,27816,16072,white,ova,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}]",1,manga,1440,pg_13,"[{'id': 118, 'name': 'SynergySP'}]",353,NIL,NIL,2010.0,fall,453.0,22160.0,196.0,258.0,4771.0,27838.0,0.9837,0.0163
30503,Noragami Aragoto,2015-10-03,2015-12-26,"Yato and Yukine have finally mended their relationship as god and Regalia. As a minor and unknown deity, Yato continues to take odd jobs for five yen apiece in hopes of one day having millions of worshippers and his own grand shrine. He has yet to fix Hiyori Iki's loose soul, but she cheerily prepares for high school nonetheless.

While things are seemingly back to normal, the complicated history between Yato and Bishamon—goddess of war and warriors—resurfaces. Bishamon holds a mysterious old grudge against Yato, which results in violent clashes between them. To further complicate matters, Bishamon's most trusted Regalia, Kazuma, is indebted to Yato. When lives are on the line, unraveling these secrets is possibly the only way to correct mistakes of the past.

[Written by MAL Rewrite]
",8.17,354,74,1276541,780633,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",13,manga,1450,pg_13,"[{'id': 4, 'name': 'Bones'}]",354,saturday,01:05,2015.0,fall,46800.0,1038920.0,19978.0,12031.0,163066.0,1280795.0,0.975,0.025
853,Ouran Koukou Host Club,2006-04-05,2006-09-27,"Haruhi Fujioka is a studious girl who has recently enrolled at the prestigious Ouran Academy. One day, while looking for a quiet and peaceful place to study, she stumbles across a seemingly unused music room. Upon entering, Haruhi is welcomed by the members of the well-known Host Club: a club in which attractive boys amuse girls from across the entire school. However, when Tamaki Suou—the founder and president of the club—startles the bright scholarship student, she accidentally breaks an expensive vase.

With repayment looking difficult for Haruhi, the Host Club members come up with the perfect solution to the girl's problem: work for the club and ultimately become a Host herself! Mistaken for a boy by her peers, Haruhi has to entertain various female students while coping with her fellow Hosts' extravagant personalities.

[Written by MAL Rewrite]
",8.17,355,115,989706,588247,white,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 25, 'name': 'Shoujo'}]",26,manga,1401,pg_13,"[{'id': 4, 'name': 'Bones'}]",355,wednesday,00:50,2006.0,spring,45485.0,754349.0,32051.0,30034.0,129145.0,991064.0,0.9374,0.0626
4921,Ramayana: The Legend of Prince Rama,1992-03-10,1992-03-10,"Rama, the eldest prince of the Kingdom of Ayodhya, is beloved by all and the natural successor to his father's throne. However, when one of his father's wives conspires to get her son on the throne instead, Rama ends up being banished into the woods for 14 years. Accompanied by his wife, Sita, and his brother, Lakshman—Rama tries to make the most of life in exile despite his challenges.

The trio's life in the forest is interrupted, however, when Demon King Ravan sets his sights on Sita. Using a crafty plan, he manages to distract Rama and steal Sita away to his castle. Heartbroken and distraught, Rama searches every corner of the world for his wife, unaware of the lengths he will have to go to rescue her.

[Written by MAL Rewrite]",8.17,356,6792,5838,3248,white,movie,finished_airing,"[{'id': 2, 'name': 'Adventure'}]",1,other,8100,g,"[{'id': 2010, 'name': 'Nippon Ramayana Film Co.'}]",356,NIL,NIL,1992.0,winter,138.0,3967.0,67.0,106.0,1577.0,5855.0,0.9705,0.0295
42249,Tokyo Revengers,2021-04-11,2021-09-19,"Takemichi Hanagaki’s second year of middle school was the highest point in his life. He had respect, a gang of friends he could count on, and even a girlfriend. But that was twelve years ago. Today, he’s a nobody: a washed-up nonentity made fun of by children and always forced to apologize to his younger boss. A sudden news report on the Tokyo Manji Gang’s cruel murder of the only girlfriend he ever had alongside her brother only adds insult to injury. Half a second before a train ends his pitiful life for good, Takemichi flashes back to that same day twelve years ago, when he was still dating Hinata Tachibana.

After being forced to relive the very same day that began his downward spiral, Takemichi meets Hinata’s younger brother. Without thinking, he admits to his seeming death before flashing back to the past. Takemichi urges him to protect his sister before inexplicably returning to the future. Miraculously, he isn’t dead. Stranger still, the future has changed. It seems as though Takemichi can alter the flow of time. Given the chance to prevent his ex-girlfriend’s tragic death at the hands of the Tokyo Manji Gang, Takemichi decides to fly through time to change the course of the future.

[Written by MAL Rewrite]",8.17,357,141,869506,414195,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 8, 'name': 'Drama'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",24,manga,1421,r,"[{'id': 839, 'name': 'LIDENFILMS'}]",357,sunday,02:08,2021.0,spring,218149.0,423712.0,27357.0,30171.0,174009.0,873398.0,0.9341,0.0659
31715,Working!!!: Lord of the Takanashi,2016-03-30,2016-03-30,"The light-hearted Working!! franchise comes to a close in this final episode of the concluding season. Will Aoi Yamada get the closure she so desperately needs with her distant mother? Will the relationship between Yachiyo Todoroki and Jun Satou continue to remain stagnant and awkward? Perhaps even Souta Takanashi and Mahiru Inami will take a step forward in deepening their eccentric friendship. And in the end, Wagnaria Restaurant might finally get a new chief!

Beautifully connected, all these events intertwine to give these characters a final ending to their stories.

[Written by MAL Rewrite]",8.17,358,1777,93610,53470,white,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 22, 'name': 'Romance'}, {'id': 42, 'name': 'Seinen'}, {'id': 36, 'name': 'Slice of Life'}]",1,4_koma_manga,2985,pg_13,"[{'id': 56, 'name': 'A-1 Pictures'}]",358,NIL,NIL,2016.0,winter,1999.0,72637.0,710.0,509.0,17993.0,93848.0,0.987,0.013
11597,Nisemonogatari,2012-01-08,2012-03-18,"Surviving a vampire attack, meeting several girls plagued by supernatural entities, and just trying to get through life are some of the things high school student Koyomi Araragi has had to deal with lately. On top of all this, he wakes up one morning to find himself kidnapped and tied up by his girlfriend Hitagi Senjougahara. Having run afoul of Deishuu Kaiki, a swindler who conned Senjougahara's family, she has taken it upon herself to imprison Araragi to keep him safe from the con man. But when Araragi gets a frantic message from his sister Karen, he learns that the fraud has set his sights on her.

Along with Karen's troubles, his other sister, Tsukihi, is having issues of her own. And when two mysterious women who seem to know more than they should about Araragi and his special group of friends step into their lives, not even he could anticipate their true goals, nor the catastrophic truths soon to be revealed.

[Written by MAL Rewrite]",8.16,359,229,665614,390126,white,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 9, 'name': 'Ecchi'}, {'id': 7, 'name': 'Mystery'}, {'id': 37, 'name': 'Supernatural'}]",11,light_novel,1555,r,"[{'id': 44, 'name': 'Shaft'}]",359,sunday,00:00,2012.0,winter,24611.0,493477.0,11796.0,6746.0,129335.0,665965.0,0.9722,0.0278
12859,One Piece Film: Z,2012-12-15,2012-12-15,"The Straw Hat Pirates enter the rough seas of the New World in search of the hidden treasures of the Pirate King, Gol D. Roger－One Piece. On their voyage, the pirates come across a terrifying, powerful man, former Marine Admiral Z.

Z is accused of having stolen the ""Dyna Stones"", weapons believed to have the power to shake up the New World. The Marine Headquarters believes Z is about to use it to end the pirate era, and with it, the lives of many innocent people. In fear of such a phenomenal event, marines start to take action against the former admiral.

Even if it means stumbling upon marines and the navy, the Straw Hat Pirates decided to chase after Z and stop him from causing havoc. As they continue to embark on their ventures, the pirates bump into new and familiar acquaintances.",8.16,360,842,224158,142367,white,movie,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 27, 'name': 'Shounen'}]",1,manga,6420,pg_13,"[{'id': 18, 'name': 'Toei Animation'}]",360,NIL,NIL,2012.0,fall,3456.0,199455.0,797.0,561.0,20085.0,224354.0,0.9939,0.0061
4107,Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,2008-09-06,2008-09-06,"Animation studio Gainax presented a website for the release of a movie adaptation of the Tengen Toppa Gurren Lagann TV series in the fall of 2008. Both the original director and series script editor will return to work on the new project. Gainax will also be hosting four events to celebrate this occasion at this year's Tokyo International Anime Fair, featuring voice actors from the anime.",8.16,361,1263,146588,73101,white,movie,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 18, 'name': 'Mecha'}]",1,original,6720,pg_13,"[{'id': 6, 'name': 'Gainax'}]",361,NIL,NIL,2008.0,summer,2557.0,103950.0,1337.0,822.0,38021.0,146687.0,0.9853,0.0147
47,Akira,1988-07-16,1988-07-16,"Japan, 1988. An explosion caused by a young boy with psychic powers tears through the city of Tokyo and ignites the fuse that leads to World War III. In order to prevent any further destruction, he is captured and taken into custody, never to be heard from again. Now, in the year 2019, a restored version of the city known as Neo-Tokyo—an area rife with gang violence and terrorism against the current government—stands in its place. Here, Shoutarou Kaneda leads ""the Capsules,"" a group of misfits known for riding large, custom motorcycles and being in constant conflict with their rivals ""the Clowns.""

During one of these battles, Shoutarou's best friend Tetsuo Shima is caught up in an accident with an esper who finds himself in the streets of Tokyo after escaping confinement from a government institution. Through this encounter, Tetsuo begins to develop his own mysterious abilities, as the government seeks to quarantine this latest psychic in a desperate attempt to prevent him from unleashing the destructive power that could once again bring the city to its knees.

[Written by MAL Rewrite]",8.16,362,212,705075,424938,white,movie,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 14, 'name': 'Horror'}, {'id': 38, 'name': 'Military'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 42, 'name': 'Seinen'}, {'id': 37, 'name': 'Supernatural'}]",1,manga,7468,r+,"[{'id': 65, 'name': 'Tokyo Movie Shinsha'}]",362,NIL,NIL,1988.0,summer,11137.0,535306.0,4438.0,2775.0,152969.0,706625.0,0.9898,0.0102
235,Detective Conan,1996-01-08,airing,"Shinichi Kudou, a high school student of astounding talent in detective work, is well known for having solved several challenging cases. One day, when Shinichi spots two suspicious men and decides to follow them, he inadvertently becomes witness to a disturbing illegal activity. Unfortunately, he is caught in the act, so the men dose him with an experimental drug formulated by their criminal organization, leaving him to his death. However, to his own astonishment, Shinichi lives to see another day, but now in the body of a seven-year-old child.

Perfectly preserving his original intelligence, he hides his real identity from everyone, including his childhood friend Ran Mouri and her father, private detective Kogorou Mouri. To this end, he takes on the alias of Conan Edogawa, inspired by the mystery writers Arthur Conan Doyle and Ranpo Edogawa.

Detective Conan follows Shinichi who, as Conan, starts secretly solving the senior Mouri's cases from behind the scenes with his still exceptional sleuthing skills, while covertly investigating the organization responsible for his current state, hoping to reverse the drug's effects someday.

[Written by MAL Rewrite]",8.16,363,615,301637,138985,white,tv,currently_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 7, 'name': 'Mystery'}, {'id': 39, 'name': 'Police'}, {'id': 27, 'name': 'Shounen'}]",0,manga,1500,pg_13,"[{'id': 73, 'name': 'TMS Entertainment'}]",363,saturday,18:00,1996.0,winter,138092.0,3.0,64303.0,42316.0,56931.0,301645.0,0.6465,0.3535
42977,Douluo Dalu: Xingdou Xian Ji Pian,2020-08-22,2020-11-14,Sixth part of Douluo Dalu.,8.16,364,7183,5055,2651,white,ona,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 13, 'name': 'Historical'}, {'id': 17, 'name': 'Martial Arts'}, {'id': 22, 'name': 'Romance'}]",13,novel,1230,pg_13,"[{'id': 1768, 'name': 'Sparkly Key Animation Studio'}]",364,NIL,NIL,2020.0,summer,228.0,3855.0,56.0,94.0,844.0,5077.0,0.9705,0.0295
239,Gankutsuou,2004-10-06,2005-03-30,"In the year 5053, French aristocrats Viscount Albert de Morcerf and Baron Franz d'Epinay attend the festival of Carnival on the moon city of Luna. While Franz is just looking to have fun, Albert is seeking something more to fill his life—but he finds more than he bargained for in The Count of Monte Cristo, a mysterious and charming self-made nobleman who meets his gaze during an opera performance.
 
Through a few twists and turns, Albert befriends the Count and introduces him into French society. The Count, however, has more on his mind than just friendship; he plots to finally unleash his vengeance on those who wronged him years earlier. Gankutsuou follows Albert and the Count's intertwined destinies and the ultimate price paid for enacting revenge.

[Written by MAL Rewrite]",8.16,365,855,221968,64003,white,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 7, 'name': 'Mystery'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 37, 'name': 'Supernatural'}, {'id': 41, 'name': 'Suspense'}]",24,novel,1440,r,"[{'id': 3, 'name': 'Gonzo'}]",365,tuesday,02:12,2004.0,fall,11182.0,76177.0,9708.0,6985.0,118179.0,222231.0,0.9249,0.0751
40421,Given Movie,2020-08-22,2020-08-22,"The band ""given""—comprised of Ritsuka Uenoyama, Mafuyu Satou, Haruki Nakayama, and Akihiko Kaji—has advanced to the final screening of the Countdown-fes Amateur Contest, in which they will be judged on their live act. Although enthusiastic, they worry about having only one original song to perform.

Mafuyu embraces the idea of learning more about music in order to create new, emotionally resonant songs. In this regard, he unexpectedly receives help from Ugetsu Murata, Akihiko's on-again, off-again lover. Ugetsu has unsuccessfully tried to let go of Akihiko, who himself is torn between lingering feelings for his past and an uncertain resolve for the future.

As the competition draws near, Haruki uncharacteristically begins to doubt his place in the band and the trust he shares with Akihiko. It is a given that not all attachments last forever, but it remains to be seen what can be salvaged from the ruins of heartbreak—or if only regrets will endure.

[Written by MAL Rewrite]",8.16,366,1061,175812,90391,gray,movie,finished_airing,"[{'id': 28, 'name': 'Boys Love'}, {'id': 8, 'name': 'Drama'}, {'id': 19, 'name': 'Music'}, {'id': 22, 'name': 'Romance'}, {'id': 36, 'name': 'Slice of Life'}]",1,manga,3540,pg_13,"[{'id': 456, 'name': 'Lerche'}]",366,NIL,NIL,2020.0,summer,2838.0,121694.0,845.0,465.0,50707.0,176549.0,0.9926,0.0074
49053,Given: Uragawa no Sonzai,2021-12-01,2021-12-01,"The OVA, bundled with the special edition version of the seventh manga volume, will tell an ""other side"" story centered on Mafuyu Satou and Ritsuka Uenoyama that wasn't featured in the Given movie.

(Source: MAL News)",8.16,367,2454,55886,16357,gray,ova,finished_airing,"[{'id': 28, 'name': 'Boys Love'}, {'id': 8, 'name': 'Drama'}, {'id': 19, 'name': 'Music'}, {'id': 22, 'name': 'Romance'}, {'id': 36, 'name': 'Slice of Life'}]",1,manga,1345,pg_13,"[{'id': 456, 'name': 'Lerche'}]",367,NIL,NIL,2021.0,fall,628.0,23347.0,203.0,103.0,31905.0,56186.0,0.9946,0.0054
232,Cardcaptor Sakura,1998-04-07,2000-03-21,"Ten-year-old Sakura Kinomoto is an ordinary fourth-grade student living in Tomoeda until, one day, she stumbles upon a mysterious book of cards titled ""The Clow."" Pondering over her discovery, she unintentionally causes a magical gust of wind to scatter the cards all over town.

The accident awakens the Beast of the Seal—Keroberos, nicknamed ""Kero""—who tells Sakura that she has released the mystical ""Clow Cards"" created by the sorcerer Clow Reed. Due to each Card's ability to act independently and their incredible power, Clow had sealed them away. Now that they have been set free, the Cards pose great danger to the world, and it is up to Sakura to put an end to them.

Appointing Sakura as the ""Cardcaptor"" and granting her the Sealed Key, Kero tasks her with finding and recapturing all the Clow Cards. Alongside her best friend Tomoyo Daidouji, and with Kero's guidance, Sakura must learn to balance her new secret duty with the everyday troubles as she takes flight on her magical adventures as Cardcaptor Sakura.

[Written by MAL Rewrite]
",8.15,368,461,385338,183926,white,tv,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 25, 'name': 'Shoujo'}]",70,manga,1500,pg,"[{'id': 11, 'name': 'Madhouse'}]",368,tuesday,18:00,1998.0,spring,27469.0,239906.0,23890.0,16036.0,78551.0,385852.0,0.8965,0.1035
44189,Douluo Dalu: Hanhai Qian Kun,2020-11-21,2021-02-13,Seventh part of Douluo Dalu.,8.15,369,7495,4604,2584,white,ona,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 13, 'name': 'Historical'}, {'id': 17, 'name': 'Martial Arts'}, {'id': 22, 'name': 'Romance'}]",13,novel,1290,pg_13,"[{'id': 1768, 'name': 'Sparkly Key Animation Studio'}]",369,NIL,NIL,2020.0,fall,180.0,3762.0,59.0,88.0,537.0,4626.0,0.9682,0.0318
813,Dragon Ball Z,1989-04-26,1996-01-31,"Five years after winning the World Martial Arts tournament, Gokuu is now living a peaceful life with his wife and son. This changes, however, with the arrival of a mysterious enemy named Raditz who presents himself as Gokuu's long-lost brother. He reveals that Gokuu is a warrior from the once powerful but now virtually extinct Saiyan race, whose homeworld was completely annihilated. When he was sent to Earth as a baby, Gokuu's sole purpose was to conquer and destroy the planet; but after suffering amnesia from a head injury, his violent and savage nature changed, and instead was raised as a kind and well-mannered boy, now fighting to protect others.

With his failed attempt at forcibly recruiting Gokuu as an ally, Raditz warns Gokuu's friends of a new threat that's rapidly approaching Earth—one that could plunge Earth into an intergalactic conflict and cause the heavens themselves to shake. A war will be fought over the seven mystical dragon balls, and only the strongest will survive in Dragon Ball Z.

[Written by MAL Rewrite]",8.15,370,99,1072124,723460,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 17, 'name': 'Martial Arts'}, {'id': 27, 'name': 'Shounen'}, {'id': 31, 'name': 'Super Power'}]",291,manga,1440,pg_13,"[{'id': 18, 'name': 'Toei Animation'}]",370,wednesday,19:00,1989.0,spring,41872.0,926636.0,23292.0,28046.0,53749.0,1073595.0,0.9522,0.0478
39792,Eizouken ni wa Te wo Dasu na!,2020-01-06,2020-03-23,"Midori Asakusa sees the world a bit differently. Always having her nose in a sketchbook, Asakusa draws detailed landscapes and backgrounds of both the world around her and the one within her boundless imagination. Even the simple act of doodling on a wall evolves into an emergency repair on the outer hull of her spaceship. She is only brought back to reality by her best friend Sayaka Kanamori. The pair are stark opposites, with Asakusa's childlike wonder contrasted by Kanamori's calculated approach to life. 

After a chance encounter where the two ""save"" the young model Tsubame Misuzaki from her overprotective bodyguard, a connection instantly sparks between Asakusa and Misuzaki, as both share an intense passion for art and animation. Whereas Asakusa is interested in backgrounds and settings, Misuzaki loves drawing the human form. Sensing a money-making opportunity, Kanamori suggests that they start an animation club, which they disguise as a motion picture club since the school already has an anime club. Thus begins the trio's journey of producing animation that will awe the world. 

From the brilliant mind of Masaaki Yuasa, Eizouken ni wa Te wo Dasu na! is a love letter to animation, wildly creative in its approach, and a testament to the potential of the medium.

[Written by MAL Rewrite]",8.15,371,673,282414,108484,white,tv,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 23, 'name': 'School'}, {'id': 42, 'name': 'Seinen'}]",12,manga,1500,pg_13,"[{'id': 1591, 'name': 'Science SARU'}]",371,monday,00:10,2020.0,winter,34214.0,119755.0,16775.0,14118.0,98073.0,282935.0,0.8908,0.1092
35111,Haikyuu!! Movie 4: Concept no Tatakai,2017-09-29,2017-09-29,"The long-awaited finals of the Spring Tournament have arrived for Karasuno High School's volleyball team. The winner of the match will go on to represent all of Miyagi Prefecture at the National Tournament. However, the last challenge Karasuno must overcome is to win against Shiratorizawa Academy, the school that houses Wakatoshi Ushijima, one of Japan's top three aces. Shiratorizawa is the reigning Miyagi champion for the past three years, and Karasuno seems to have little chance at dethroning them. 

When the other school's captain Ushijima insults Karasuno to their faces, freshmen duo Shouyou Hinata and Tobio Kageyama swear to defeat them and steal their spot in the nationals. Against a roster full of nationally-ranked players, the former flightless crows will have to use everything in their arsenal if they want to represent Miyagi.

[Written by MAL Rewrite]
",8.15,372,2315,61277,22409,white,movie,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}]",1,manga,5280,pg_13,"[{'id': 10, 'name': 'Production I.G'}]",372,NIL,NIL,2017.0,summer,1520.0,39805.0,548.0,490.0,19347.0,61710.0,0.9832,0.0168
50325,Kaguya-sama wa Kokurasetai: Ultra Romantic Teaser PV - Ishigami Yuu wa Kataritai,2021-10-21,2021-10-21,Adaptation of the 110th chapter of the manga to announce the third season of Kaguya-sama wa Kokurasetai.,8.15,373,3350,31004,13910,white,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 23, 'name': 'School'}]",1,manga,598,pg_13,"[{'id': 56, 'name': 'A-1 Pictures'}]",373,NIL,NIL,2021.0,fall,1541.0,18994.0,249.0,77.0,10327.0,31188.0,0.9895,0.0105
3701,Kaiba,2008-04-11,2008-07-25,"In a world where memories exist in memory chips separate from the body, death of the body no longer means death of the soul. It is possible for memories to be viewed, altered, and transferred between bodies. These memory chips are used by the rich to obtain eternal lives in carefully selected bodies, while for the poor, selling their own bodies and conserving their souls in the chips often become the only way to earn a living. An electrolytic cloud in the sky serves as a barrier between the heavens of the fortunate and the underworld of the destitute, making this social division impregnable. 

One day, a man named Kaiba wakes up in an empty room with no memories, a mysterious hole in his chest, and a locket holding the picture of an unknown woman. After escaping an attack and stumbling upon a decrepit village of underworld residents, he begins his adventure across the different planets of this strange universe to find out more about his own identity and the woman he once knew.

Through a journey of self-discovery and acceptance, Kaiba weaves together tales of souls and spirits and explores the importance of memories.

[Written by MAL Rewrite]",8.15,374,1368,132033,37673,white,tv,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 7, 'name': 'Mystery'}, {'id': 22, 'name': 'Romance'}, {'id': 24, 'name': 'Sci-Fi'}]",12,original,1440,r+,"[{'id': 11, 'name': 'Madhouse'}]",374,NIL,NIL,2008.0,spring,6564.0,44540.0,4608.0,3188.0,73285.0,132185.0,0.941,0.059
1604,Katekyo Hitman Reborn!,2006-10-07,2010-09-25,"There is no putting it lightly—Tsunayoshi Sawada is just no good. He is clumsy, talentless, and desperately in love with the school idol Kyouko Sasagawa, a girl so completely out of his league. Dubbed ""Loser Tsuna"" by his classmates, he seems to be the very personification of failure in the guise of a middle-schooler.

Tsuna's boring life takes an extraordinary twist when he encounters the mysterious Reborn, who happens to be a hitman... and shockingly, a baby! Sent from the strongest Mafia family in Italy, Reborn is assigned the daunting mission of preparing the dull middle schooler to succeed the ninth boss of the notorious Vongola family, who is on the brink of retirement. The dull boy has a grueling road ahead, but with the help of his new criminal affiliates and his peculiar home tutor, perhaps even Loser Tsuna can achieve greatness.

[Written by MAL Rewrite]",8.15,375,338,512020,214846,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 27, 'name': 'Shounen'}, {'id': 31, 'name': 'Super Power'}]",203,manga,1440,pg_13,"[{'id': 8, 'name': 'Artland'}]",375,saturday,10:30,2006.0,fall,49977.0,256262.0,39086.0,38818.0,128348.0,512491.0,0.848,0.152
1430,Lupin III: Cagliostro no Shiro,1979-12-15,1979-12-15,"Arsene Lupin III discovers that the spoils from his latest casino robbery are actually ""Gothic Bills,"" legendary counterfeits that are nigh impossible to distinguish from genuine bills. Together with colleague Daisuke Jigen, he heads to the small nation of Cagliostro to investigate the origin of these counterfeits. Upon arrival, they save a girl from a high-speed chase who turns out to be Clarisse d' Cagliostro, the daughter of the late Duke d' Cagliostro. She is running from a sinister plot by Count Cagliostro to steal her family's treasure through a forced marriage.

Natural flirt Lupin dislikes seeing a girl in distress and seeks to remedy the situation. Goemon Ishikawa XIII, Fujiko Mine, and Kouichi Zenigata also join the fray, each with their own motivations. As everyone converges at Cagliostro Castle, Lupin reminisces about his visit there 10 years ago, and the castle's secrets emerge from the depths.

[Written by MAL Rewrite]
",8.15,376,1692,100647,63713,white,movie,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 7, 'name': 'Mystery'}, {'id': 42, 'name': 'Seinen'}]",1,manga,5970,pg_13,"[{'id': 65, 'name': 'Tokyo Movie Shinsha'}]",376,NIL,NIL,1979.0,fall,1356.0,81127.0,538.0,352.0,17440.0,100813.0,0.9912,0.0088
35857,Lupin III: Part 5,2018-04-04,2018-09-19,"Genius thief Arsene Lupin III—along with the usual crew of Goemon Ishikawa XIII, Fujiko Mine, and Daisuke Jigen—finds himself in modern-day France, where he encounters both new and old adversaries, with Inspector Kouichi Zenigata still hot on his trail. As they steal from darker, more sinister entities, they will also have to find a way to deal with the newest technology in their escapades, as well as face the ghosts of their pasts. However, this time, Lupin's choices begin to catch up with him as his pursuers use every tool at their disposal to take him down once and for all.

[Written by MAL Rewrite]",8.15,377,3044,37355,13094,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 7, 'name': 'Mystery'}, {'id': 42, 'name': 'Seinen'}]",24,manga,1365,pg_13,"[{'id': 94, 'name': 'Telecom Animation Film'}]",377,wednesday,01:29,2018.0,spring,4208.0,15973.0,1785.0,1126.0,14396.0,37488.0,0.9223,0.0777
